SourceListName,SourceFlowName,SourceFlowUUID,SourceFlowContext,SourceUnit,MatchCondition,ConversionFactor,MapType,TargetListName,TargetFlowName,TargetFlowUUID,TargetFlowContext,TargetUnit,Mapper,Verifier,LastUpdated,Flow Condition (S),Flow Condition (T),Flow Conf (S),Flow Conf (T),Context Condition (S),Context Condition (T),Context Conf (S),Context Conf (T),Conversion Conf (S),Conversion Conf (T)
Ecoinvent_3.7,"hydrocarbons, chlorinated",15a335be-9a71-431f-a0b0-56585fbafe5e,air/lower stratosphere + upper troposphere,kg,,,FLOWNAME_MANUAL,EFv.3.0,"hydrocarbons, chlorinated",44057291-40e6-4dcd-843a-bcf2b988fb16,emission/air/lower stratosphere and upper troposphere,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, chlorinated",d6626dfb-3ac8-4169-9e75-54c41ef2a582,air/non-urban air or from high stacks,kg,,,FLOWNAME_MANUAL,EFv.3.0,"hydrocarbons, chlorinated",98d946e7-bb0d-48f8-8f6b-6f3a0bad6c16,emission/air/non urban or from high stack,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, chlorinated",d14eb0da-95fd-46c3-90db-55ca33d78701,air/unspecified,kg,,,FLOWNAME_MANUAL,EFv.3.0,"hydrocarbons, chlorinated",83a94aff-e2ee-4ed9-881a-e096d132cdc3,emission/air/unspecified,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, chlorinated",626dd1d8-5355-40cb-8569-9c87c2c6ab18,air/urban air close to ground,kg,,,FLOWNAME_MANUAL,EFv.3.0,"hydrocarbons, chlorinated",4f071a63-b8b4-4614-880e-1197dabb0e66,emission/air/urban/close to ground,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",f9abb851-8731-4c5b-b057-863996a1f94a,air/non-urban air or from high stacks,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),d86becae-6555-11dd-ad8b-0800200c9a66,emission/air/non urban or from high stack,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",f9abb851-8731-4c5b-b057-863996a1f94a,air/non-urban air or from high stacks,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),d86becae-6555-11dd-ad8b-0800200c9a66,emission/air/non urban or from high stack,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",f9abb851-8731-4c5b-b057-863996a1f94a,air/non-urban air or from high stacks,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),d86becae-6555-11dd-ad8b-0800200c9a66,emission/air/non urban or from high stack,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",042e5892-cd59-4e95-949e-cacce0e6a590,soil/unspecified,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),d86c13bc-6555-11dd-ad8b-0800200c9a66,emission/soil/unspecified,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",042e5892-cd59-4e95-949e-cacce0e6a590,soil/unspecified,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),d86c13bc-6555-11dd-ad8b-0800200c9a66,emission/soil/unspecified,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",042e5892-cd59-4e95-949e-cacce0e6a590,soil/unspecified,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),d86c13bc-6555-11dd-ad8b-0800200c9a66,emission/soil/unspecified,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",9d508263-9cfd-444a-b1de-73f2bcf39c02,water/ground-,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa6-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,=,=,A,A,,<,B,B,,
Ecoinvent_3.7,"hydrocarbons, unspecified",9d508263-9cfd-444a-b1de-73f2bcf39c02,water/ground-,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa6-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,=,=,A,A,,<,B,B,,
Ecoinvent_3.7,"hydrocarbons, unspecified",9d508263-9cfd-444a-b1de-73f2bcf39c02,water/ground-,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa6-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,=,=,A,A,,<,B,B,,
Ecoinvent_3.7,"hydrocarbons, unspecified",5e08c84c-69a2-4f0b-b3b3-6b7f0925712b,"water/ground-, long-term",kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa7-0050c2490048,emission/water/unspecified long term,kg,,,29/09/2021,=,=,A,A,,<,B,B,,
Ecoinvent_3.7,"hydrocarbons, unspecified",5e08c84c-69a2-4f0b-b3b3-6b7f0925712b,"water/ground-, long-term",kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa7-0050c2490048,emission/water/unspecified long term,kg,,,29/09/2021,=,=,A,A,,<,B,B,,
Ecoinvent_3.7,"hydrocarbons, unspecified",5e08c84c-69a2-4f0b-b3b3-6b7f0925712b,"water/ground-, long-term",kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa7-0050c2490048,emission/water/unspecified long term,kg,,,29/09/2021,=,=,A,A,,<,B,B,,
Ecoinvent_3.7,"hydrocarbons, unspecified",049a1473-3a62-4121-982b-5d15d0f2c683,water/ocean,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa9-0050c2490048,emission/water/sea water,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",049a1473-3a62-4121-982b-5d15d0f2c683,water/ocean,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa9-0050c2490048,emission/water/sea water,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",049a1473-3a62-4121-982b-5d15d0f2c683,water/ocean,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa9-0050c2490048,emission/water/sea water,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",49c42751-1b0b-4ab1-8e70-032e991ce6fd,water/surface water,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa6-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,=,=,A,A,,~,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",49c42751-1b0b-4ab1-8e70-032e991ce6fd,water/surface water,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa6-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,=,=,A,A,,~,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",49c42751-1b0b-4ab1-8e70-032e991ce6fd,water/surface water,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa6-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,=,=,A,A,,~,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",e620a933-c348-4e7e-8893-ab0a0f681c7e,water/unspecified,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa8-0050c2490048,emission/water/unspecified,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",e620a933-c348-4e7e-8893-ab0a0f681c7e,water/unspecified,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa8-0050c2490048,emission/water/unspecified,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrocarbons, unspecified",e620a933-c348-4e7e-8893-ab0a0f681c7e,water/unspecified,kg,,,FLOWNAME_MANUAL,EFv.3.0,hydrocarbons (unspecified),fe0acd60-3ddc-11dd-aaa8-0050c2490048,emission/water/unspecified,kg,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,hydrochloric acid,c9a8073a-8a19-5b9b-a120-7d549563b67b,air/unspecified,kg,,,-CAS,EFv.3.0,hydrogen chloride,fe0acd60-3ddc-11dd-aab0-0050c2490048,emission/air/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrochloric acid,7dd051f1-c653-44d9-90e4-828f144253c3,water/unspecified,kg,,,CAS,EFv.3.0,hydrogen chloride,08a91e70-3ddc-11dd-97ff-0050c2490048,emission/water/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen,938b8b4d-9401-40de-901a-6e545a6f8d2a,"air/low population density, long-term",kg,,,CAS,EFv.3.0,hydrogen,08a91e70-3ddc-11dd-949d-0050c2490048,emission/air/unspecified long term,kg,,,29/09/2021,,,,,,~,A,B,,
Ecoinvent_3.7,hydrogen,5b8f9dca-cb63-4332-8fd9-92a10aed2232,air/lower stratosphere + upper troposphere,kg,,,CAS,EFv.3.0,hydrogen,1f30af32-6556-11dd-ad8b-0800200c9a66,emission/air/lower stratosphere and upper troposphere,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen,1c84549b-9317-44b8-ad79-29c587e43bd3,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,hydrogen,08a91e70-3ddc-11dd-949f-0050c2490048,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen,b301fa9a-ba60-4eac-8ccc-6ccbdf099b35,air/unspecified,kg,,,CAS,EFv.3.0,hydrogen,08a91e70-3ddc-11dd-949c-0050c2490048,emission/air/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen,8e906def-6bd5-4248-ac2b-94e6eedde3c9,air/urban air close to ground,kg,,,CAS,EFv.3.0,hydrogen,08a91e70-3ddc-11dd-949e-0050c2490048,emission/air/urban/close to ground,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen carbonate,8812d43d-8302-4adc-95da-8338976e56a6,water/ocean,kg,,,CAS,EFv.3.0,hydrogen carbonate,43c04b88-e980-4e20-9ee4-64919e6dad03,emission/water/sea water,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen chloride,97178ead-47ba-406f-bd68-27d5fc6aa6f8,"air/low population density, long-term",kg,,,CAS,EFv.3.0,hydrogen chloride,08a91e70-3ddc-11dd-97fa-0050c2490048,emission/air/unspecified long term,kg,,,29/09/2021,,,,,,~,A,B,,
Ecoinvent_3.7,hydrogen chloride,50f3bc1e-fafc-44a2-9800-4468d8c3b643,air/lower stratosphere + upper troposphere,kg,,,CAS,EFv.3.0,hydrogen chloride,2905c64b-6556-11dd-ad8b-0800200c9a66,emission/air/lower stratosphere and upper troposphere,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen chloride,68e32537-beae-41c2-be72-74df4d273c11,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,hydrogen chloride,08a91e70-3ddc-11dd-97fc-0050c2490048,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen chloride,c941d6d0-a56c-4e6c-95de-ac685635218d,air/unspecified,kg,,,CAS,EFv.3.0,hydrogen chloride,fe0acd60-3ddc-11dd-aab0-0050c2490048,emission/air/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen chloride,afcbd980-14c2-4e1d-a0aa-5f6464e5c76b,air/urban air close to ground,kg,,,CAS,EFv.3.0,hydrogen chloride,08a91e70-3ddc-11dd-97fb-0050c2490048,emission/air/urban/close to ground,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen fluoride,ac15536a-92f5-48d7-9560-cba0ca43b526,"air/low population density, long-term",kg,,,CAS,EFv.3.0,hydrogen fluoride,fe0acd60-3ddc-11dd-9f04-0050c2490048,emission/air/unspecified long term,kg,,,29/09/2021,,,,,,~,A,B,,
Ecoinvent_3.7,hydrogen fluoride,b1689d22-7f6d-432c-8948-13d8f6df8a27,air/lower stratosphere + upper troposphere,kg,,,CAS,EFv.3.0,hydrogen fluoride,2905c64d-6556-11dd-ad8b-0800200c9a66,emission/air/lower stratosphere and upper troposphere,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen fluoride,8b7dc667-f04e-492c-a161-80b1482126b0,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,hydrogen fluoride,fe0acd60-3ddc-11dd-aab2-0050c2490048,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen fluoride,24541c8c-9f11-49ae-9de5-456f238a3f5e,air/unspecified,kg,,,CAS,EFv.3.0,hydrogen fluoride,08a91e70-3ddc-11dd-9804-0050c2490048,emission/air/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen fluoride,257eacb9-96fe-4a3d-961a-f5e6c7823ff0,air/urban air close to ground,kg,,,CAS,EFv.3.0,hydrogen fluoride,fe0acd60-3ddc-11dd-aab1-0050c2490048,emission/air/urban/close to ground,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen peroxide,b39670dc-16e3-485e-b477-c54c996d7516,"air/low population density, long-term",kg,,,CAS,EFv.3.0,hydrogen peroxide,4d9a8790-3ddd-11dd-9238-0050c2490048,emission/air/unspecified long term,kg,,,29/09/2021,,,,,,~,A,B,,
Ecoinvent_3.7,hydrogen peroxide,2fd1f829-b1c3-4464-bc13-315d40387228,air/lower stratosphere + upper troposphere,kg,,,CAS,EFv.3.0,hydrogen peroxide,2905ed33-6556-11dd-ad8b-0800200c9a66,emission/air/lower stratosphere and upper troposphere,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen peroxide,922d8e44-3fcc-4663-be51-0892915596a0,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,hydrogen peroxide,4d9a8790-3ddd-11dd-923a-0050c2490048,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen peroxide,1dcf6b74-c474-420b-81ca-0b8d3d4f28d7,air/unspecified,kg,,,CAS,EFv.3.0,hydrogen peroxide,4d9a8790-3ddd-11dd-9237-0050c2490048,emission/air/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen peroxide,8d179ea0-7b52-441e-954b-b5349d66340f,air/urban air close to ground,kg,,,CAS,EFv.3.0,hydrogen peroxide,4d9a8790-3ddd-11dd-9239-0050c2490048,emission/air/urban/close to ground,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen peroxide,9fea3fb1-f305-408d-8549-d008533800e3,water/ground-,kg,,,-CAS,EFv.3.0,hydrogen peroxide,08a91e70-3ddc-11dd-94a4-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,hydrogen peroxide,67eab677-a799-4515-aba8-c470d2dba37d,"water/ground-, long-term",kg,,,CAS,EFv.3.0,hydrogen peroxide,08a91e70-3ddc-11dd-94a5-0050c2490048,emission/water/unspecified long term,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,hydrogen peroxide,77aa43c5-76c6-4465-b0b4-f00d4d14c377,water/ocean,kg,,,CAS,EFv.3.0,hydrogen peroxide,4d9a8790-3ddd-11dd-923c-0050c2490048,emission/water/sea water,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen peroxide,98313bb5-3f35-4e11-bf3e-03ad2dae591b,water/surface water,kg,,,CAS,EFv.3.0,hydrogen peroxide,08a91e70-3ddc-11dd-94a4-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,,,,,,~,A,A,,
Ecoinvent_3.7,hydrogen peroxide,c7be600c-e8ef-4e50-b092-1f9a3aa47706,water/unspecified,kg,,,CAS,EFv.3.0,hydrogen peroxide,08a91e70-3ddc-11dd-94a6-0050c2490048,emission/water/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen sulfide,a2d4ebed-c96c-47c9-b469-018dd1ae58ce,"air/low population density, long-term",kg,,,CAS,EFv.3.0,hydrogen sulfide,08a91e70-3ddc-11dd-94aa-0050c2490048,emission/air/unspecified long term,kg,,,29/09/2021,,,,,,~,A,B,,
Ecoinvent_3.7,hydrogen sulfide,59281544-7c5a-4101-a972-10118e8df6aa,air/lower stratosphere + upper troposphere,kg,,,CAS,EFv.3.0,hydrogen sulfide,2905ed51-6556-11dd-ad8b-0800200c9a66,emission/air/lower stratosphere and upper troposphere,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen sulfide,0b0ea9d1-9c54-4e23-bcfc-1b8fc2cf0358,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,hydrogen sulfide,08a91e70-3ddc-11dd-94ac-0050c2490048,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen sulfide,20d4d821-f4f7-4017-8810-f822fcdf619e,air/unspecified,kg,,,CAS,EFv.3.0,hydrogen sulfide,08a91e70-3ddc-11dd-94a9-0050c2490048,emission/air/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen sulfide,e3cfaa07-9b68-4461-a06f-a0e4e59d41d3,air/urban air close to ground,kg,,,CAS,EFv.3.0,hydrogen sulfide,08a91e70-3ddc-11dd-94ab-0050c2490048,emission/air/urban/close to ground,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen sulfide,db945649-d0d5-4818-ab81-dc8579469a05,water/ground-,kg,,,CAS,EFv.3.0,hydrogen sulfide,08a91e70-3ddc-11dd-94ad-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,hydrogen sulfide,554be2fb-9bb9-46c6-a4df-46df0d53cb65,"water/ground-, long-term",kg,,,CAS,EFv.3.0,hydrogen sulfide,08a91e70-3ddc-11dd-94ae-0050c2490048,emission/water/unspecified long term,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,hydrogen sulfide,2cfea267-9965-411e-9381-4d32835b4ffe,water/ocean,kg,,,CAS,EFv.3.0,hydrogen sulfide,08a91e70-3ddc-11dd-94b1-0050c2490048,emission/water/sea water,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydrogen sulfide,50790dc4-dd52-4811-b124-d9e9c920cd70,water/surface water,kg,,,-CAS,EFv.3.0,hydrogen sulfide,08a91e70-3ddc-11dd-94ad-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,,,,,,~,A,A,,
Ecoinvent_3.7,hydrogen sulfide,42d33bc4-cdea-4b1d-896c-090e792183be,water/unspecified,kg,,,CAS,EFv.3.0,hydrogen sulfide,08a91e70-3ddc-11dd-94af-0050c2490048,emission/water/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,"hydrogen-3, tritium",b082e84d-001a-4154-be49-5851cfa68ddf,"air/low population density, long-term",kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b3-0050c2490048,emission/air/unspecified long term,kbq,,,29/09/2021,=,=,A,A,,~,A,B,,
Ecoinvent_3.7,"hydrogen-3, tritium",b082e84d-001a-4154-be49-5851cfa68ddf,"air/low population density, long-term",kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b3-0050c2490048,emission/air/unspecified long term,kbq,,,29/09/2021,=,=,A,A,,~,A,B,,
Ecoinvent_3.7,"hydrogen-3, tritium",bf75c125-b39c-49d3-b06e-83153db03bd8,air/lower stratosphere + upper troposphere,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,29063b54-6556-11dd-ad8b-0800200c9a66,emission/air/lower stratosphere and upper troposphere,kbq,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrogen-3, tritium",bf75c125-b39c-49d3-b06e-83153db03bd8,air/lower stratosphere + upper troposphere,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,29063b54-6556-11dd-ad8b-0800200c9a66,emission/air/lower stratosphere and upper troposphere,kbq,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrogen-3, tritium",0cdaaa7e-3c23-419d-8ad5-12dc93c2e1e3,air/non-urban air or from high stacks,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b5-0050c2490048,emission/air/non urban or from high stack,kbq,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrogen-3, tritium",0cdaaa7e-3c23-419d-8ad5-12dc93c2e1e3,air/non-urban air or from high stacks,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b5-0050c2490048,emission/air/non urban or from high stack,kbq,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrogen-3, tritium",22043b06-1981-45a5-bfbb-20ae6f253191,air/unspecified,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b2-0050c2490048,emission/air/unspecified,kbq,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrogen-3, tritium",22043b06-1981-45a5-bfbb-20ae6f253191,air/unspecified,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b2-0050c2490048,emission/air/unspecified,kbq,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrogen-3, tritium",b772118d-cb3e-4330-aa01-317b04703cb2,air/urban air close to ground,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b4-0050c2490048,emission/air/urban/close to ground,kbq,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrogen-3, tritium",b772118d-cb3e-4330-aa01-317b04703cb2,air/urban air close to ground,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b4-0050c2490048,emission/air/urban/close to ground,kbq,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrogen-3, tritium",848a6c6a-76b7-42ad-90ce-ad2494fd5bd3,water/ground-,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b6-0050c2490048,emission/water/fresh water,kbq,,,29/09/2021,=,=,A,A,,<,B,B,,
Ecoinvent_3.7,"hydrogen-3, tritium",848a6c6a-76b7-42ad-90ce-ad2494fd5bd3,water/ground-,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b6-0050c2490048,emission/water/fresh water,kbq,,,29/09/2021,=,=,A,A,,<,B,B,,
Ecoinvent_3.7,"hydrogen-3, tritium",902b7ebc-68a8-4dd3-b67a-6087db8c0971,"water/ground-, long-term",kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b7-0050c2490048,emission/water/unspecified long term,kbq,,,29/09/2021,=,=,A,A,,<,B,B,,
Ecoinvent_3.7,"hydrogen-3, tritium",902b7ebc-68a8-4dd3-b67a-6087db8c0971,"water/ground-, long-term",kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b7-0050c2490048,emission/water/unspecified long term,kbq,,,29/09/2021,=,=,A,A,,<,B,B,,
Ecoinvent_3.7,"hydrogen-3, tritium",58fabee9-b4b6-48ee-857a-e16ed31bb354,water/ocean,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b9-0050c2490048,emission/water/sea water,kbq,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrogen-3, tritium",58fabee9-b4b6-48ee-857a-e16ed31bb354,water/ocean,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b9-0050c2490048,emission/water/sea water,kbq,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrogen-3, tritium",134ec0d7-3701-473c-a1a1-1982fd48ef4d,water/surface water,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b6-0050c2490048,emission/water/fresh water,kbq,,,29/09/2021,=,=,A,A,,~,A,A,,
Ecoinvent_3.7,"hydrogen-3, tritium",134ec0d7-3701-473c-a1a1-1982fd48ef4d,water/surface water,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b6-0050c2490048,emission/water/fresh water,kbq,,,29/09/2021,=,=,A,A,,~,A,A,,
Ecoinvent_3.7,"hydrogen-3, tritium",9be02ae0-3170-4544-8665-f03a1b43f2bd,water/unspecified,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b8-0050c2490048,emission/water/unspecified,kbq,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,"hydrogen-3, tritium",9be02ae0-3170-4544-8665-f03a1b43f2bd,water/unspecified,kbq,,,FLOWNAME_MANUAL,EFv.3.0,hydrogen-3,08a91e70-3ddc-11dd-94b8-0050c2490048,emission/water/unspecified,kbq,,,29/09/2021,=,=,A,A,,=,A,A,,
Ecoinvent_3.7,hydroxide,013a65bf-5b9e-4621-bd60-14909fd4cbc6,water/ground-,kg,,,-CAS,EFv.3.0,hydroxide,08a91e70-3ddc-11dd-94ba-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,hydroxide,9e87035c-4f81-4314-8e01-e4fd04a12e7c,"water/ground-, long-term",kg,,,CAS,EFv.3.0,hydroxide,08a91e70-3ddc-11dd-94bb-0050c2490048,emission/water/unspecified long term,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,hydroxide,8f6f8a9b-a240-4f27-82e8-99340be4918f,water/ocean,kg,,,CAS,EFv.3.0,hydroxide,08a91e70-3ddc-11dd-94cc-0050c2490048,emission/water/sea water,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,hydroxide,0ec59d21-92c1-492e-8e1e-f0f33f94f1b5,water/surface water,kg,,,CAS,EFv.3.0,hydroxide,08a91e70-3ddc-11dd-94ba-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,,,,,,~,A,A,,
