SourceListName,SourceFlowName,SourceFlowUUID,SourceFlowContext,SourceUnit,MatchCondition,ConversionFactor,MapType,TargetListName,TargetFlowName,TargetFlowUUID,TargetFlowContext,TargetUnit,Mapper,Verifier,LastUpdated,Flow Condition (S),Flow Condition (T),Flow Conf (S),Flow Conf (T),Context Condition (S),Context Condition (T),Context Conf (S),Context Conf (T),Conversion Conf (S),Conversion Conf (T)
Ecoinvent_3.7,"1,3-dioxolan-2-one",5b7d620e-2238-5ec9-888a-6999218b6974,water/unspecified,kg,,,CAS,EFv.3.0,"1,3-dioxolan-2-one",888f2557-42ee-4fb5-a6e2-12292c6a7a13,emission/water/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,"1,4-butanediol",d21da01e-f96f-4db5-9746-7b70db8a1f2c,"air/low population density, long-term",kg,,,NO_FLOW_MATCH_MANUAL,,,,,,,,,,,,,,,,,,
Ecoinvent_3.7,"1,4-butanediol",90653a29-2f53-4b1b-88bd-9ae2fe64a8d6,air/lower stratosphere + upper troposphere,kg,,,NO_FLOW_MATCH_MANUAL,,,,,,,,,,,,,,,,,,
Ecoinvent_3.7,"1,4-butanediol",83bafcf1-2f2e-4a32-89a0-f1f16ca10626,air/non-urban air or from high stacks,kg,,,NO_FLOW_MATCH_MANUAL,,,,,,,,,,,,,,,,,,
Ecoinvent_3.7,"1,4-butanediol",09db39be-d9a6-4fc3-8d25-1f80b23e9131,air/unspecified,kg,,,NO_FLOW_MATCH_MANUAL,,,,,,,,,,,,,,,,,,
Ecoinvent_3.7,"1,4-butanediol",38a622c6-f086-4763-a952-7c6b3b1c42ba,air/urban air close to ground,kg,,,NO_FLOW_MATCH_MANUAL,,,,,,,,,,,,,,,,,,
Ecoinvent_3.7,"1,4-butanediol",c5de5e4d-85cf-4102-9ff1-5248d8928ba1,water/ground-,kg,,,NO_FLOW_MATCH_MANUAL,,,,,,,,,,,,,,,,,,
Ecoinvent_3.7,"1,4-butanediol",564dde7f-e713-4baf-84aa-7a11ffa7e2cd,"water/ground-, long-term",kg,,,NO_FLOW_MATCH_MANUAL,,,,,,,,,,,,,,,,,,
Ecoinvent_3.7,"1,4-butanediol",aae8aac7-b81d-41e4-b356-912b369d1c55,water/ocean,kg,,,NO_FLOW_MATCH_MANUAL,,,,,,,,,,,,,,,,,,
Ecoinvent_3.7,"1,4-butanediol",d6911d36-3fec-41fe-8ef9-540f6543a240,water/surface water,kg,,,NO_FLOW_MATCH_MANUAL,,,,,,,,,,,,,,,,,,
Ecoinvent_3.7,"1,4-butanediol",d835b7aa-288b-4b3a-966b-3f64f36ed220,water/unspecified,kg,,,NO_FLOW_MATCH_MANUAL,,,,,,,,,,,,,,,,,,
Ecoinvent_3.7,1-pentanol,9dd01d5b-3677-4822-9cd4-36d21b0e23d1,"air/low population density, long-term",kg,,,CAS,EFv.3.0,pentan-1-ol,476a81ff-60ca-44bf-9485-0185095facbc,emission/air/unspecified long term,kg,,,29/09/2021,,,,,,~,A,B,,
Ecoinvent_3.7,1-pentanol,b78e77cb-7636-4420-855e-17239984f8b3,air/lower stratosphere + upper troposphere,kg,,,CAS,EFv.3.0,pentan-1-ol,fb1af5bd-4ee5-402b-95f3-a61b2794e1f3,emission/air/lower stratosphere and upper troposphere,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,1-pentanol,cc9a442f-c96a-4bdc-990d-8b58f72b4e07,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,pentan-1-ol,9578fb76-9c00-44ff-a991-cd116cb36231,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,1-pentanol,048baf1e-6cdc-44a5-92e2-32d15ff54885,air/unspecified,kg,,,CAS,EFv.3.0,pentan-1-ol,11851a5e-7169-4d44-8a0e-886796fc9b57,emission/air/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,1-pentanol,541a823c-0aad-4dc4-9123-d4af4647d942,air/urban air close to ground,kg,,,CAS,EFv.3.0,pentan-1-ol,9758dad7-53a4-4b38-9404-b6db9cb28c8b,emission/air/urban/close to ground,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,1-pentanol,5074e239-b510-49aa-928c-fcdb462481d8,water/ground-,kg,,,CAS,EFv.3.0,pentan-1-ol,09183939-8fb4-4c8a-835f-85026db3cd78,emission/water/fresh water,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,1-pentanol,cfa50eaf-a817-4352-b9fe-aa834240d269,"water/ground-, long-term",kg,,,CAS,EFv.3.0,pentan-1-ol,061a2617-bece-4ace-a824-6a71049bc74c,emission/water/unspecified long term,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,1-pentanol,8d28a5b3-1b1c-41e9-9eba-90c607aad7db,water/ocean,kg,,,CAS,EFv.3.0,pentan-1-ol,dc58fab4-3357-496d-84ee-57b8985c7900,emission/water/sea water,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,1-pentanol,e4526360-b2a1-4e77-9f00-57dbfe228bde,water/surface water,kg,,,-CAS,EFv.3.0,pentan-1-ol,09183939-8fb4-4c8a-835f-85026db3cd78,emission/water/fresh water,kg,,,29/09/2021,,,,,,~,A,A,,
Ecoinvent_3.7,1-pentanol,070dc6b3-0976-45a0-803e-0a87d7e96959,water/unspecified,kg,,,CAS,EFv.3.0,pentan-1-ol,ac56e764-b13b-4dcd-abd6-9c43fcbaf781,emission/water/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,1-pentene,47a8dfb8-f1e5-4460-b7ca-eeea1ca44596,"air/low population density, long-term",kg,,,CAS,EFv.3.0,1-pentene,fe0acd60-3ddc-11dd-9fe3-0050c2490048,emission/air/unspecified long term,kg,,,29/09/2021,,,,,,~,A,B,,
Ecoinvent_3.7,1-pentene,87eed31b-5a6b-43ae-9a02-778a8c6e4ff8,air/lower stratosphere + upper troposphere,kg,,,CAS,EFv.3.0,1-pentene,f214d52f-6555-11dd-ad8b-0800200c9a66,emission/air/lower stratosphere and upper troposphere,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,1-pentene,ccfea48e-0aec-4573-8ed1-fb7c0f1b14ae,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,1-pentene,fe0acd60-3ddc-11dd-9fe5-0050c2490048,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,1-pentene,651cbfbb-3027-4e20-a5b0-4a67e86e837a,air/unspecified,kg,,,CAS,EFv.3.0,1-pentene,fe0acd60-3ddc-11dd-9fe2-0050c2490048,emission/air/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,1-pentene,8cbaa905-41b0-4327-8403-bf1c8eb25429,air/urban air close to ground,kg,,,CAS,EFv.3.0,1-pentene,fe0acd60-3ddc-11dd-9fe4-0050c2490048,emission/air/urban/close to ground,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,1-pentene,7a41be00-7040-4097-99be-a8085e86bf5e,water/ground-,kg,,,CAS,EFv.3.0,1-pentene,f214d52e-6555-11dd-ad8b-0800200c9a66,emission/water/fresh water,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,1-pentene,4530576f-7f93-4c43-b13e-8cd2da98f501,"water/ground-, long-term",kg,,,CAS,EFv.3.0,1-pentene,f214d534-6555-11dd-ad8b-0800200c9a66,emission/water/unspecified long term,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,1-pentene,9d99096b-4e70-452b-9e3b-b2296613bc0f,water/ocean,kg,,,CAS,EFv.3.0,1-pentene,f214d531-6555-11dd-ad8b-0800200c9a66,emission/water/sea water,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,1-pentene,f3cf9958-739f-41c1-a679-f550cf0e9b6c,water/surface water,kg,,,-CAS,EFv.3.0,1-pentene,f214d52e-6555-11dd-ad8b-0800200c9a66,emission/water/fresh water,kg,,,29/09/2021,,,,,,~,A,A,,
Ecoinvent_3.7,1-pentene,109c3ee9-b9df-4c11-bd77-b8571773d9ad,water/unspecified,kg,,,CAS,EFv.3.0,1-pentene,f214d533-6555-11dd-ad8b-0800200c9a66,emission/water/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,"2,2,4-trimethyl pentane",5e98fd60-8da0-4006-9729-4d2797f96302,air/unspecified,kg,,,CAS,EFv.3.0,"2,2,4-trimethylpentane",08a91e70-3ddc-11dd-994b-0050c2490048,emission/air/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,"2,4-d",e6137e6e-84a6-4fa1-a5bf-47c8153d7c05,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,"(2,4-dichlorophenoxy)acetic acid",fe0acd60-3ddc-11dd-a838-0050c2490048,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,"2,4-d",f681eb3c-854a-4f78-bcfe-76dfbcf9df3c,soil/agricultural,kg,,,CAS,EFv.3.0,"(2,4-dichlorophenoxy)acetic acid",08a91e70-3ddc-11dd-918a-0050c2490048,emission/soil/agricultural,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,"2,4-d amines",4f777e05-70f9-4a18-a406-d8232325073f,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,"2,4-dichlorophenoxyacetic acid, dimethyleamine salt",08a91e70-3ddc-11dd-99e6-0050c2490048,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,"2,4-d amines",0eba8639-12c1-40ce-b1b6-e3394ec94dc0,soil/agricultural,kg,,,CAS,EFv.3.0,"2,4-dichlorophenoxyacetic acid, dimethyleamine salt",08a91e70-3ddc-11dd-99e1-0050c2490048,emission/soil/agricultural,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,"2,4-d amines",49b29466-706e-42c3-ac8c-f89f9530cb60,water/ground-,kg,,,CAS,EFv.3.0,"2,4-dichlorophenoxyacetic acid, dimethyleamine salt",08a91e70-3ddc-11dd-99e7-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,"2,4-d amines",c7dcf08c-f297-495b-b7db-f4f54799814b,water/surface water,kg,,,-CAS,EFv.3.0,"2,4-dichlorophenoxyacetic acid, dimethyleamine salt",08a91e70-3ddc-11dd-99e7-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,,,,,,~,A,A,,
Ecoinvent_3.7,"2,4-d ester",99e1284e-58fc-4652-bc24-b796b858b24e,air/non-urban air or from high stacks,kg,,,NO_MAPPING,,,,,,,,,,,,,,,,,,
Ecoinvent_3.7,"2,4-d ester",6986913c-284b-4173-95fe-4a242498b1bc,soil/agricultural,kg,,,NO_MAPPING,,,,,,,,,,,,,,,,,,
Ecoinvent_3.7,"2,4-d ester",69bb7dd8-43bc-49ff-a67c-0eb8e82558d0,water/ground-,kg,,,NO_MAPPING,,,,,,,,,,,,,,,,,,
Ecoinvent_3.7,"2,4-d ester",e6367875-dd2b-4d12-8d03-94cf2e607815,water/surface water,kg,,,NO_MAPPING,,,,,,,,,,,,,,,,,,
Ecoinvent_3.7,"2,4-db",0b2a8601-aa6e-42e9-8091-21cba87c0f0c,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,"4-(2,4-dichlorophenoxy)butanoic acid",08a91e70-3ddc-11dd-a016-0050c2490048,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,"2,4-db",d051c442-f206-4d70-844d-7d44dbbc3d8e,soil/agricultural,kg,,,CAS,EFv.3.0,"4-(2,4-dichlorophenoxy)butanoic acid",4d9a8790-3ddd-11dd-903c-0050c2490048,emission/soil/agricultural,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,"2,4-db",68f64fd1-01f5-43b4-b191-0aebfffcf293,water/ground-,kg,,,-CAS,EFv.3.0,"4-(2,4-dichlorophenoxy)butanoic acid",08a91e70-3ddc-11dd-a017-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,"2,4-db",05136060-b6a6-4383-ae42-6ca90aeec59a,water/surface water,kg,,,CAS,EFv.3.0,"4-(2,4-dichlorophenoxy)butanoic acid",08a91e70-3ddc-11dd-a017-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,,,,,,~,A,A,,
Ecoinvent_3.7,"2,4-di-tert-butylphenol",e3d35475-3f5c-5099-9506-8cc81a188fb1,water/unspecified,kg,,,CAS,EFv.3.0,"2,4-bis(1,1-dimethylethyl)phenol",165d3970-c906-440c-9363-763bc27eabb7,emission/water/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,"2-amino-3-chloro-1,4-naphthoquinone",f9ba52c4-ffe0-53fc-9724-6c1daebcbc1c,soil/agricultural,kg,,,CAS,EFv.3.0,"2-amino-3-chloro-1,4-naphthoquinone",5d1770c3-b83b-4e46-9570-459b95329ddf,emission/soil/agricultural,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-aminopropanol,cdce48e7-8c92-4214-b948-cc46a4700fe6,"air/low population density, long-term",kg,,,CAS,EFv.3.0,2-aminopropanol,e3ebbd83-163b-4009-b216-c745832b20d8,emission/air/unspecified long term,kg,,,29/09/2021,,,,,,~,A,B,,
Ecoinvent_3.7,2-aminopropanol,c43cede7-18e7-49a4-aaf1-574975584a1b,air/lower stratosphere + upper troposphere,kg,,,CAS,EFv.3.0,2-aminopropanol,43bfa8ec-7246-4080-805b-b2f406c5baa8,emission/air/lower stratosphere and upper troposphere,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-aminopropanol,b1fa0fe9-49d4-4e1d-9502-3b2d10a313c9,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,2-aminopropanol,d44ae953-6343-4325-b9da-6aa5fb8b075a,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-aminopropanol,3e07d825-a98e-4cdc-afa3-610fa7739261,air/unspecified,kg,,,CAS,EFv.3.0,2-aminopropanol,da996a7c-61be-4a3e-a52d-db79e8837b19,emission/air/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-aminopropanol,a0fec60d-3f74-48bf-a2d2-58c30fc13e53,air/urban air close to ground,kg,,,CAS,EFv.3.0,2-aminopropanol,280b0876-9c74-47a2-b743-69750b1c7150,emission/air/urban/close to ground,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-aminopropanol,22d1d385-5aa4-404d-8c14-2680ce4accb0,water/ground-,kg,,,-CAS,EFv.3.0,2-aminopropanol,ed0dd388-fa61-4e99-a985-363cbe21c099,emission/water/fresh water,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,2-aminopropanol,d37d4cea-4096-4303-8d9d-96e48b8f9ff0,"water/ground-, long-term",kg,,,CAS,EFv.3.0,2-aminopropanol,2df69346-1781-4e18-ac80-409ea2e6a9b1,emission/water/unspecified long term,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,2-aminopropanol,3f00f5cf-1c58-428d-aef7-738f2c105e88,water/ocean,kg,,,CAS,EFv.3.0,2-aminopropanol,3ac9a6f4-c1e9-40cc-b106-0fda97aed5fd,emission/water/sea water,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-aminopropanol,96db42b8-64e4-4a84-9b16-cd8f73c615d6,water/surface water,kg,,,CAS,EFv.3.0,2-aminopropanol,ed0dd388-fa61-4e99-a985-363cbe21c099,emission/water/fresh water,kg,,,29/09/2021,,,,,,~,A,A,,
Ecoinvent_3.7,2-aminopropanol,ea6f1100-7fe4-4f66-92cc-a69fe2dcca77,water/unspecified,kg,,,CAS,EFv.3.0,2-aminopropanol,d2e896ff-9f9d-4359-8344-78097302779f,emission/water/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-chlorobenzaldehyde,2b8204fa-c9bf-5465-9aa2-d79024a19b1a,water/unspecified,kg,,,CAS,EFv.3.0,2-chlorobenzaldehyde,04d64299-9acc-46ca-a0a5-306ce28062f8,emission/water/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl pentane,1b4da243-3412-4425-b44e-dea22e7ebd43,"air/low population density, long-term",kg,,,CAS,EFv.3.0,2-methylpentane,08a91e70-3ddc-11dd-a01e-0050c2490048,emission/air/unspecified long term,kg,,,29/09/2021,,,,,,~,A,B,,
Ecoinvent_3.7,2-methyl pentane,a9afc2a9-9479-44b6-afcf-23f305bb261c,air/lower stratosphere + upper troposphere,kg,,,CAS,EFv.3.0,2-methylpentane,f2148703-6555-11dd-ad8b-0800200c9a66,emission/air/lower stratosphere and upper troposphere,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl pentane,d25a3860-4be0-4fb3-ae03-2a4f04d2aa6f,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,2-methylpentane,08a91e70-3ddc-11dd-a020-0050c2490048,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl pentane,059e6a26-7035-4621-a360-c71c5778eec8,air/unspecified,kg,,,CAS,EFv.3.0,2-methylpentane,4d9a8790-3ddd-11dd-907b-0050c2490048,emission/air/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl pentane,d5649872-502b-4d23-b882-26d74a9fc4b4,air/urban air close to ground,kg,,,CAS,EFv.3.0,2-methylpentane,08a91e70-3ddc-11dd-a01f-0050c2490048,emission/air/urban/close to ground,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl-1-propanol,88be8e1b-1bdc-46e1-9856-187a95b3d872,"air/low population density, long-term",kg,,,CAS,EFv.3.0,isobutanol,08a91e70-3ddc-11dd-95a5-0050c2490048,emission/air/unspecified long term,kg,,,29/09/2021,,,,,,~,A,B,,
Ecoinvent_3.7,2-methyl-1-propanol,17f06f74-feea-4b7c-a125-a67ae6e1dcfb,air/lower stratosphere + upper troposphere,kg,,,CAS,EFv.3.0,isobutanol,e2faddc1-6555-11dd-ad8b-0800200c9a66,emission/air/lower stratosphere and upper troposphere,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl-1-propanol,76e532b3-25c7-487e-894c-5bf306cdd012,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,isobutanol,fe0acd60-3ddc-11dd-a433-0050c2490048,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl-1-propanol,47bee45d-6d2b-48a6-a0c8-fcb8debc7f5d,air/unspecified,kg,,,CAS,EFv.3.0,isobutanol,08a91e70-3ddc-11dd-95a4-0050c2490048,emission/air/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl-1-propanol,e2d860e3-1038-4386-a5f1-25ad75d18bbd,air/urban air close to ground,kg,,,CAS,EFv.3.0,isobutanol,fe0acd60-3ddc-11dd-a432-0050c2490048,emission/air/urban/close to ground,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl-1-propanol,d3f6f514-41e1-4b24-aa56-7d403839a4dd,water/ground-,kg,,,CAS,EFv.3.0,isobutanol,fe0acd60-3ddc-11dd-a434-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,2-methyl-1-propanol,a0cb36a5-d726-4c6e-9787-971cc763d294,"water/ground-, long-term",kg,,,CAS,EFv.3.0,isobutanol,fe0acd60-3ddc-11dd-a435-0050c2490048,emission/water/unspecified long term,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,2-methyl-1-propanol,76a317b6-1c35-4c75-bb00-1cd5ec8c8e17,water/ocean,kg,,,CAS,EFv.3.0,isobutanol,fe0acd60-3ddc-11dd-a438-0050c2490048,emission/water/sea water,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl-1-propanol,79240a49-80cf-4be4-b5c2-bfdd3f4aa249,water/surface water,kg,,,-CAS,EFv.3.0,isobutanol,fe0acd60-3ddc-11dd-a434-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,,,,,,~,A,A,,
Ecoinvent_3.7,2-methyl-1-propanol,446e7a93-6ac4-4bdf-b97d-03f683c7488c,water/unspecified,kg,,,CAS,EFv.3.0,isobutanol,fe0acd60-3ddc-11dd-a436-0050c2490048,emission/water/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl-2-butene,394c876b-9b10-4f7f-b2b7-4e61b691d7c6,"air/low population density, long-term",kg,,,CAS,EFv.3.0,2-methyl-2-butene,fe0acd60-3ddc-11dd-a30d-0050c2490048,emission/air/unspecified long term,kg,,,29/09/2021,,,,,,~,A,B,,
Ecoinvent_3.7,2-methyl-2-butene,f9501098-4a8e-4cd1-98b7-00afbac477a4,air/lower stratosphere + upper troposphere,kg,,,CAS,EFv.3.0,2-methyl-2-butene,0d79ecca-6556-11dd-ad8b-0800200c9a66,emission/air/lower stratosphere and upper troposphere,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl-2-butene,ef762eea-a8a2-49e1-8ed6-a12d325856f4,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,2-methyl-2-butene,fe0acd60-3ddc-11dd-a30f-0050c2490048,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl-2-butene,4e44630f-4197-4f05-809f-0fef07fba7d3,air/unspecified,kg,,,CAS,EFv.3.0,2-methyl-2-butene,fe0acd60-3ddc-11dd-a30c-0050c2490048,emission/air/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl-2-butene,79a87f98-0b00-4e7e-86f8-70667307f696,air/urban air close to ground,kg,,,CAS,EFv.3.0,2-methyl-2-butene,fe0acd60-3ddc-11dd-a30e-0050c2490048,emission/air/urban/close to ground,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl-2-butene,efe94e38-a449-4817-94c1-7aedf1022714,water/ground-,kg,,,-CAS,EFv.3.0,2-methyl-2-butene,0d79ecc9-6556-11dd-ad8b-0800200c9a66,emission/water/fresh water,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,2-methyl-2-butene,fc81e3b6-8538-4e74-9303-26cf397f19cb,"water/ground-, long-term",kg,,,CAS,EFv.3.0,2-methyl-2-butene,0d79eccf-6556-11dd-ad8b-0800200c9a66,emission/water/unspecified long term,kg,,,29/09/2021,,,,,,<,B,B,,
Ecoinvent_3.7,2-methyl-2-butene,b5a8e697-f5ac-413f-828c-51f6aace2e36,water/ocean,kg,,,CAS,EFv.3.0,2-methyl-2-butene,0d79eccc-6556-11dd-ad8b-0800200c9a66,emission/water/sea water,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-methyl-2-butene,2df5a2fe-1ab2-48e7-a9a6-1085703b17be,water/surface water,kg,,,CAS,EFv.3.0,2-methyl-2-butene,0d79ecc9-6556-11dd-ad8b-0800200c9a66,emission/water/fresh water,kg,,,29/09/2021,,,,,,~,A,A,,
Ecoinvent_3.7,2-methyl-2-butene,23868338-42bc-4baf-a9e2-8e84ff8c92f1,water/unspecified,kg,,,CAS,EFv.3.0,2-methyl-2-butene,0d79ecce-6556-11dd-ad8b-0800200c9a66,emission/water/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-nitrobenzoic acid,409f0e6f-f0a5-4011-8f85-938e9a078f92,"air/low population density, long-term",kg,,,CAS,EFv.3.0,2-nitrobenzoic acid,c7f2d29a-5bc9-408e-9c61-f3991d49628c,emission/air/unspecified long term,kg,,,29/09/2021,,,,,,~,A,B,,
Ecoinvent_3.7,2-nitrobenzoic acid,878099e4-3f82-4ec6-88c5-1acd745bf01a,air/lower stratosphere + upper troposphere,kg,,,CAS,EFv.3.0,2-nitrobenzoic acid,15ddc39b-0613-4506-ae40-64b8a9442b23,emission/air/lower stratosphere and upper troposphere,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-nitrobenzoic acid,5884b91e-d758-4fb4-9bf0-6cf87093cdb2,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,2-nitrobenzoic acid,f519c46c-70b6-4f71-9a18-3d80de2387d6,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-nitrobenzoic acid,98d3f159-b420-4e43-aab5-4fd093b82429,air/unspecified,kg,,,-CAS (PROXY),EFv.3.0,2-nitrobenzoic acid,f519c46c-70b6-4f71-9a18-3d80de2387d6,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,<,>,B,B,,
Ecoinvent_3.7,2-nitrobenzoic acid,90d374f1-b739-45b2-a734-d6bdd8c8dc9c,air/urban air close to ground,kg,,,CAS,EFv.3.0,2-nitrobenzoic acid,d625cae4-1c02-49fe-a4cd-950d2c73198e,emission/air/urban/close to ground,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-phenylphenol,5357f101-f2df-5f6e-b534-f1705b597773,soil/agricultural,kg,,,CAS,EFv.3.0,o-phenylphenol,fe0acd60-3ddc-11dd-a045-0050c2490048,emission/soil/agricultural,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-propanol,326b94e8-aea0-4bd4-8a50-63bf283882a8,"air/low population density, long-term",kg,,,CAS,EFv.3.0,isopropanol,fe0acd60-3ddc-11dd-a844-0050c2490048,emission/air/unspecified long term,kg,,,29/09/2021,,,,,,~,A,B,,
Ecoinvent_3.7,2-propanol,1cd24bc8-53b9-43e8-ad58-4438c9244a10,air/lower stratosphere + upper troposphere,kg,,,CAS,EFv.3.0,isopropanol,d86c88f6-6555-11dd-ad8b-0800200c9a66,emission/air/lower stratosphere and upper troposphere,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-propanol,ed1aff41-0bfc-48b8-8250-840c0a2f6961,air/non-urban air or from high stacks,kg,,,CAS,EFv.3.0,isopropanol,fe0acd60-3ddc-11dd-a846-0050c2490048,emission/air/non urban or from high stack,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-propanol,479edec6-763c-49fc-83f8-49780f08cf29,air/unspecified,kg,,,CAS,EFv.3.0,isopropanol,fe0acd60-3ddc-11dd-a843-0050c2490048,emission/air/unspecified,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-propanol,cbf58f64-9286-406f-8dcb-ef1d81eec980,air/urban air close to ground,kg,,,CAS,EFv.3.0,isopropanol,fe0acd60-3ddc-11dd-a845-0050c2490048,emission/air/urban/close to ground,kg,,,29/09/2021,,,,,,=,A,A,,
Ecoinvent_3.7,2-propanol,697667f9-d58c-4a64-99e3-30d24d7f91a2,water/ground-,kg,,,-CAS,EFv.3.0,isopropanol,fe0acd60-3ddc-11dd-a847-0050c2490048,emission/water/fresh water,kg,,,29/09/2021,,,,,,<,B,B,,
