SimaPro 9.5.0.1	Inventory	Date:	31/07/2023	Time:	11:54:34
Project	Doris_Thesis


Calculation: 	Compare
Results: 	Inventory
Product 1: 	1 kg white rice cooked, at household {CH} (of project Doris_Thesis)
Product 2: 	1 kg white rice cooked, at household {CN} (of project Doris_Thesis)
Product 3: 	1 kg white rice cooked, at household {IN} (of project Doris_Thesis)
Method: 	ReCiPe 2016 Midpoint (H) V1.08 / World (2010) H
Indicator: 	Inventory
Compartment: 	All compartments
Per sub-compartment: 	Yes
Default units: 	Yes
Exclude infrastructure processes: 	No
Exclude long-term emissions: 	No
Sorted on item: 	Substance
Sort order: 	Ascending

No	Substance	Compartment	Subcompartment	Unit	white rice cooked, at household {CH}	white rice cooked, at household {CN}	white rice cooked, at household {IN}
622	Cymoxanil	Soil	agricultural	kg	1.2016136E-10	1.2008421E-10	1.2072792E-10
623	Cypermethrin	Air	low. pop.	kg	3.7270558E-12	2.3337365E-12	2.7779522E-12
624	Cypermethrin	Water		kg	1.6094766E-15	1.0077912E-15	1.1996195E-15
625	Cypermethrin	Water	groundwater	kg	2.826441E-16	1.7698068E-16	2.1066811E-16
626	Cypermethrin	Soil	agricultural	kg	2.7503523E-9	1.998212E-9	2.5778545E-9
627	Cypermethrin	Soil	forestry	kg	3.0928241E-13	1.9366055E-13	2.3052291E-13
628	Cyproconazole	Air	low. pop.	kg	1.0207637E-10	8.1565086E-11	8.8037241E-11
629	Cyproconazole	Water		kg	1.477653E-13	1.1803021E-13	1.2741316E-13
630	Cyproconazole	Water	groundwater	kg	7.5434809E-13	6.4080373E-13	6.7636214E-13
631	Cyproconazole	Soil	agricultural	kg	2.3058815E-10	2.0297854E-10	2.0958847E-10
632	Cyproconazole	Soil	forestry	kg	5.708002E-12	4.5215112E-12	4.8961779E-12
633	Cyprodinil	Soil	agricultural	kg	8.7351047E-11	7.644753E-12	7.5775377E-12
634	Deltamethrin	Soil	agricultural	kg	5.0339352E-13	4.1745274E-14	4.1444834E-14
635	Desmedipham	Soil	agricultural	kg	8.8896545E-14	5.3080442E-14	4.7401386E-14
636	Diafenthiuron	Soil	agricultural	kg	5.6677413E-14	4.1583205E-14	2.6094187E-13
637	Diatomite	Raw	in ground	kg	1.2070291E-10	2.8971199E-11	1.0336193E-11
638	Diazinon	Soil	agricultural	kg	9.8703504E-10	9.8640134E-10	9.9168889E-10
639	Dibenz(a,h)anthracene	Air		kg	3.5332831E-14	1.1805226E-14	7.179177E-15
640	Dibenz(a,h)anthracene	Water	river	kg	7.2327932E-14	9.4754863E-14	5.6084234E-14
641	Dibutyltin	Water	ocean	kg	5.240696E-29	9.340773E-30	9.4411909E-30
642	Dicamba	Air	low. pop.	kg	2.6841879E-12	1.7176927E-12	2.4207257E-12
643	Dicamba	Water	groundwater	kg	2.5858579E-13	2.5737699E-13	2.5735294E-13
644	Dicamba	Water	river	kg	1.0343549E-15	1.0295197E-15	1.0294234E-15
645	Dicamba	Soil	agricultural	kg	1.0786108E-9	1.0651659E-9	1.0709277E-9
646	Dichlorprop	Air	low. pop.	kg	1.7575001E-16	6.5412428E-21	5.5780738E-21
647	Dichlorprop	Water	groundwater	kg	9.0172265E-16	2.3015023E-20	1.7959556E-20
648	Dichlorprop	Water	river	kg	3.7025561E-18	9.4761832E-23	7.4006423E-23
649	Dichlorprop	Soil	agricultural	kg	2.9053654E-14	7.6205593E-19	5.9938909E-19
650	Dichlorprop-P	Soil	agricultural	kg	6.6625562E-8	6.6580188E-8	6.6937002E-8
651	Dichlorvos	Soil	agricultural	kg	2.4393928E-7	2.3782058E-15	1.7732409E-15
652	Dichromate	Water		kg	2.9752805E-9	3.251199E-9	7.818509E-11
653	Dichromate	Water	river	kg	1.9031179E-9	5.5957124E-10	7.0690287E-10
654	Diclofop	Soil	agricultural	kg	1.9403743E-11	1.1854011E-14	8.8453568E-15
655	Diclofop-methyl	Soil	agricultural	kg	2.19589E-11	1.3410878E-14	1.0006469E-14
656	Diethanolamine	Water		kg	6.4193538E-13	6.6818185E-13	5.9884093E-13
657	Diethyl ether	Air	high. pop.	kg	3.8416163E-16	2.8422449E-17	3.7669945E-17
658	Diethylamine	Air	high. pop.	kg	6.1301747E-8	2.2131446E-7	2.2131707E-7
659	Diethylamine	Water	river	kg	1.4712655E-7	5.3116319E-7	5.3116947E-7
660	Diethylene glycol	Air	high. pop.	kg	3.2550105E-16	2.4082408E-17	3.1917833E-17
661	Difenoconazole	Air	low. pop.	kg	7.3825051E-12	4.6226358E-12	5.5025327E-12
662	Difenoconazole	Water		kg	2.8275479E-14	1.7704998E-14	2.1075061E-14
663	Difenoconazole	Water	groundwater	kg	3.4211711E-14	2.1422035E-14	2.5499618E-14
664	Difenoconazole	Soil	agricultural	kg	4.0729677E-9	3.9581982E-9	3.9833444E-9
665	Difenoconazole	Soil	forestry	kg	3.271371E-13	2.0484045E-13	2.4383086E-13
666	Diflubenzuron	Air	low. pop.	kg	5.2123347E-12	3.2014063E-12	3.9075496E-12
667	Diflubenzuron	Water		kg	1.1259462E-14	7.0502348E-15	8.3922136E-15
668	Diflubenzuron	Water	groundwater	kg	9.2008466E-16	5.7612101E-16	6.8578292E-16
669	Diflubenzuron	Soil	agricultural	kg	6.8646226E-9	2.5101162E-9	3.7885092E-9
670	Diflubenzuron	Soil	forestry	kg	2.1201845E-13	1.3275766E-13	1.5802745E-13
671	Diflufenican	Soil	agricultural	kg	2.4322025E-11	1.0344474E-12	9.5454126E-13
672	Diflufenzopyr-sodium	Soil	agricultural	kg	1.1759895E-10	1.1704769E-10	1.1703633E-10
673	Diisobutyl ketone	Water	river	kg	3.5023463E-10	1.9503984E-10	1.261104E-10
674	Dimethachlor	Soil	agricultural	kg	2.2776373E-12	2.1652857E-12	2.1667906E-12
675	Dimethenamid	Air	low. pop.	kg	7.077673E-14	7.0445873E-14	7.0439288E-14
676	Dimethenamid	Water	groundwater	kg	2.4979884E-14	2.4863111E-14	2.4860788E-14
677	Dimethenamid	Water	river	kg	3.1224855E-16	3.1078889E-16	3.1075985E-16
678	Dimethenamid	Soil	agricultural	kg	3.0805969E-9	3.0661359E-9	3.0658376E-9
679	Dimethoate	Soil	agricultural	kg	6.9161543E-10	6.8436384E-10	6.8783839E-10
680	Dimethomorph	Soil	agricultural	kg	2.5749426E-11	2.5732895E-11	2.5870834E-11
681	Dimethyl carbonate	Air		kg	2.0270462E-9	1.1846214E-9	1.1061267E-9
682	Dimethyl ether	Air		kg	2.4744851E-10	7.2490735E-11	6.4875891E-11
683	Dimethyl malonate	Air	high. pop.	kg	4.4384956E-10	1.6037028E-9	1.6048953E-9
684	Dimethylamine	Air	high. pop.	kg	3.1310124E-13	3.1837078E-12	4.2740172E-12
685	Dimethylamine	Water	river	kg	4.8831077E-8	1.7502548E-7	1.7504915E-7
686	Dinitrogen monoxide	Air		kg	1.2874671E-5	1.015202E-5	9.7790342E-6
687	Dinitrogen monoxide	Air	high. pop.	kg	7.8935249E-5	0.00084299576	0.00089047891
688	Dinitrogen monoxide	Air	low. pop.	kg	0.00057830741	1.0773092E-5	8.4917217E-6
689	Dinitrogen monoxide	Air	low. pop., long-term	kg	8.7961467E-10	6.3899541E-10	3.8766614E-9
690	Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-	Air		kg	1.167293E-13	4.8102697E-14	4.5483926E-14
691	Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-	Air	high. pop.	kg	1.3948511E-12	1.9210005E-13	1.089362E-13
692	Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-	Air	low. pop.	kg	5.8477113E-14	8.1120038E-14	5.0682452E-14
693	Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-	Air	low. pop., long-term	kg	1.1748123E-19	1.1747097E-19	1.1745555E-19
694	Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-	Water		kg	1.2627844E-17	1.7158683E-18	8.3662516E-19
695	Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-	Soil		kg	5.2768341E-16	2.756576E-15	5.5686442E-16
696	Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-	Soil	industrial	kg	3.7680418E-13	4.6333722E-14	2.1725066E-14
697	Dioxins (TEQ)	Air	high. pop.	kg	0	0	1.6704E-13
698	Diphenyltin	Water	ocean	kg	3.3191074E-27	5.9158229E-28	5.9794209E-28
699	Dipropylamine	Air	high. pop.	kg	2.4775134E-8	8.8582787E-8	8.858416E-8
700	Dipropylamine	Water	river	kg	5.9460678E-8	2.1259996E-7	2.1260326E-7
701	Dipropylthiocarbamic acid S-ethyl ester	Soil	agricultural	kg	1.0669103E-8	1.0662254E-8	1.0719408E-8
702	Diquat	Soil	agricultural	kg	1.229619E-8	1.2288366E-8	1.235492E-8
703	Diquat dibromide	Air	low. pop.	kg	7.7291998E-10	4.8678639E-10	5.780003E-10
704	Diquat dibromide	Water		kg	1.5020474E-12	9.5801533E-13	1.1313961E-12
705	Diquat dibromide	Water	groundwater	kg	8.7835812E-15	5.5251308E-15	6.5638884E-15
706	Diquat dibromide	Soil	agricultural	kg	5.6725484E-9	3.5771328E-9	4.2450936E-9
707	Diquat dibromide	Soil	forestry	kg	3.2395124E-11	2.0402054E-11	2.4225216E-11
708	Discarded fish, demersal	Water	ocean	kg	9.4263442E-29	1.6801078E-29	1.6981698E-29
709	Discarded fish, pelagic	Water	ocean	kg	3.0873732E-19	5.5027905E-20	5.5619482E-20
710	Dithianone	Soil	agricultural	kg	8.0420141E-13	2.3173557E-13	2.1434329E-13
711	Diuron	Air	low. pop.	kg	2.0837829E-11	1.3047833E-11	1.5531427E-11
712	Diuron	Water		kg	1.1031792E-14	6.9076765E-15	8.22252E-15
713	Diuron	Soil	agricultural	kg	2.485963E-10	1.4623843E-10	3.0721385E-10
714	Diuron	Soil	forestry	kg	5.2707451E-13	3.3003343E-13	3.9285373E-13
715	DOC, Dissolved Organic Carbon	Water		kg	5.1676617E-5	5.1850138E-5	5.1664749E-5
716	DOC, Dissolved Organic Carbon	Water	groundwater	kg	3.5283252E-6	3.8743029E-6	3.8249494E-6
717	DOC, Dissolved Organic Carbon	Water	groundwater, long-term	kg	0.0028167125	0.0010129844	0.0010621202
718	DOC, Dissolved Organic Carbon	Water	ocean	kg	8.4108396E-5	5.4530197E-5	4.6156253E-5
719	DOC, Dissolved Organic Carbon	Water	river	kg	0.00064543603	0.00060390638	0.00062884168
720	Dodecanoic acid	Water		kg	1.4260273E-12	1.4843325E-12	1.3302951E-12
721	Dolomite	Raw	in ground	kg	0.00060011847	0.00018460146	0.00017193935
722	Dysprosium	Raw	in ground	kg	2.334923E-10	2.3372673E-10	2.1513088E-10
723	EDTA	Water		kg	7.5858479E-12	1.4924952E-10	1.4865536E-10
724	Emamectin benzoate	Water		kg	4.2497834E-14	2.6689384E-14	3.1729107E-14
725	Emamectin benzoate	Water	groundwater	kg	1.083792E-15	6.8228303E-16	8.1027752E-16
726	Emamectin benzoate	Soil	agricultural	kg	2.9898881E-10	1.8847427E-10	2.2370353E-10
727	Emamectin benzoate	Soil	forestry	kg	3.1336291E-12	1.9651199E-12	2.3376507E-12
728	Endosulfan	Soil	agricultural	kg	3.7727257E-9	1.9433926E-9	2.4849941E-9
729	Endothall	Soil	agricultural	kg	8.248876E-12	8.2424425E-12	8.2865221E-12
730	Energy, geothermal, converted	Raw	in ground	MJ	0.013837902	0.0026418534	0.0023966525
731	Energy, gross calorific value, in biomass	Raw	biotic	MJ	16.391486	0.61238931	8.4275337
732	Energy, gross calorific value, in biomass, primary forest	Raw	biotic	MJ	0.0016874418	0.0013181284	0.001491943
733	Energy, kinetic (in wind), converted	Raw	in air	MJ	0.16229668	0.17543443	0.095752119
734	Energy, potential (in hydropower reservoir), converted	Raw	in water	MJ	0.34688965	0.49387904	0.25131942
735	Energy, solar, converted	Raw	in air	MJ	0.040929059	0.036361131	0.00097478197
736	Epoxiconazole	Air	low. pop.	kg	9.3246897E-12	8.8495832E-12	8.9895886E-12
737	Epoxiconazole	Water		kg	1.4747855E-14	1.3536124E-14	1.3906063E-14
738	Epoxiconazole	Water	groundwater	kg	8.6014044E-14	8.3175665E-14	8.3968934E-14
739	Epoxiconazole	Soil	agricultural	kg	3.9805836E-11	2.8445446E-11	2.9413479E-11
740	Epoxiconazole	Soil	forestry	kg	4.2723191E-13	3.8027662E-13	3.9481736E-13
741	Esfenvalerate	Air	low. pop.	kg	2.8930351E-12	1.1031454E-12	2.4124739E-12
742	Esfenvalerate	Soil	agricultural	kg	1.4605131E-10	1.4587008E-10	1.4670752E-10
743	Ethalfluralin	Soil	agricultural	kg	7.5934437E-13	7.2188731E-13	7.2238903E-13
744	Ethane	Air		kg	3.941977E-7	3.8557467E-7	3.807833E-7
745	Ethane	Air	high. pop.	kg	1.8492938E-6	1.0807123E-6	1.0373639E-6
746	Ethane	Air	low. pop.	kg	5.2079761E-5	1.053145E-5	9.9709426E-6
747	Ethane, 1,1-difluoro-, HFC-152a	Air	high. pop.	kg	1.5502065E-8	1.8969039E-8	1.1191175E-8
748	Ethane, 1,1-difluoro-, HFC-152a	Air	low. pop.	kg	7.2528921E-11	6.1506431E-11	1.1268292E-9
749	Ethane, 1,1,1-trichloro-, HCFC-140	Air		kg	2.6157798E-9	2.615674E-9	2.6155234E-9
750	Ethane, 1,1,1-trichloro-, HCFC-140	Air	low. pop.	kg	3.3551652E-10	8.9985773E-10	4.7771029E-10
751	Ethane, 1,1,1-trichloro-, HCFC-140	Water	river	kg	7.6925267E-20	5.6913661E-21	7.5431026E-21
752	Ethane, 1,1,1-trifluoro-, HFC-143a	Air	low. pop.	kg	1.1943277E-34	2.1287142E-35	2.1515989E-35
753	Ethane, 1,1,1,2-tetrafluoro-, HFC-134a	Air		kg	2.5849555E-9	2.5370701E-9	2.4646986E-9
754	Ethane, 1,1,1,2-tetrafluoro-, HFC-134a	Air	high. pop.	kg	5.1822157E-11	1.3555958E-11	1.2344379E-11
755	Ethane, 1,1,1,2-tetrafluoro-, HFC-134a	Air	low. pop.	kg	5.9479122E-10	3.2809375E-10	1.2223664E-9
756	Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113	Air		kg	6.0423447E-11	6.67029E-11	2.570328E-11
757	Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113	Air	high. pop.	kg	5.5018254E-11	2.1533551E-11	1.8979426E-11
758	Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113	Air	low. pop., long-term	kg	3.5486242E-11	3.6083481E-10	4.8440821E-10
759	Ethane, 1,2-dichloro-	Air		kg	1.7588419E-7	4.3498728E-7	4.3214294E-7
760	Ethane, 1,2-dichloro-	Air	high. pop.	kg	1.3839242E-9	2.775435E-9	2.6574335E-9
761	Ethane, 1,2-dichloro-	Air	low. pop.	kg	6.6959573E-10	1.7943088E-9	9.5256832E-10
762	Ethane, 1,2-dichloro-	Water		kg	3.8013212E-11	5.1616203E-12	2.5137912E-12
763	Ethane, 1,2-dichloro-	Water	river	kg	1.3565113E-9	4.8788758E-9	4.8822689E-9
764	Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124	Air		kg	6.0423447E-11	6.67029E-11	2.570328E-11
765	Ethane, chloro-	Air		kg	6.8433742E-10	9.2987601E-11	4.5339007E-11
766	Ethane, hexafluoro-, HFC-116	Air		kg	2.5777654E-9	9.9844608E-10	1.1109611E-9
767	Ethane, hexafluoro-, HFC-116	Air	high. pop.	kg	4.0691705E-9	1.7523327E-9	1.3150806E-9
768	Ethane, pentafluoro-, HFC-125	Air	low. pop.	kg	1.5506431E-33	2.7637942E-34	2.7935063E-34
769	Ethanol	Air		kg	8.915001E-10	8.8945246E-10	8.8939031E-10
770	Ethanol	Air	high. pop.	kg	1.4789342E-7	2.7196168E-7	3.145887E-7
771	Ethanol	Air	low. pop.	kg	8.4283594E-7	1.5694141E-7	2.3752042E-7
772	Ethanol	Water		kg	3.9121025E-14	1.9668962E-14	1.6166102E-14
773	Ethanol	Water	river	kg	3.8415596E-7	1.2800536E-6	1.2786172E-6
774	Ethephon	Air	low. pop.	kg	1.0253602E-16	2.3116283E-21	1.7334711E-21
775	Ethephon	Water	groundwater	kg	6.7672356E-18	1.5256427E-22	1.144067E-22
776	Ethephon	Water	river	kg	4.1010865E-20	9.2457145E-25	6.9332854E-25
777	Ethephon	Soil	agricultural	kg	3.8968272E-11	1.105629E-11	1.0225822E-11
778	Ethofumesate	Soil	agricultural	kg	2.2557212E-12	1.7539991E-12	1.7225231E-12
779	Ethoprop	Soil	agricultural	kg	2.4719265E-9	2.4703395E-9	2.4835816E-9
780	Ethyl acetate	Air	high. pop.	kg	6.6441854E-7	4.0966037E-7	3.7033833E-7
781	Ethyl acetate	Water	river	kg	9.893187E-8	3.5366598E-7	3.5367077E-7
782	Ethyl cellulose	Air	high. pop.	kg	8.2354142E-10	5.0862452E-10	4.4861105E-10
783	Ethylamine	Air	high. pop.	kg	2.0927685E-9	5.1943295E-9	5.2042559E-9
784	Ethylamine	Water	river	kg	5.0226956E-9	1.2466488E-8	1.2490312E-8
785	Ethylene	Air		kg	8.4319752E-6	7.5584002E-6	7.5197314E-6
786	Ethylene	Air	high. pop.	kg	3.1468407E-6	2.6637402E-6	2.5845238E-6
787	Ethylene	Air	low. pop.	kg	1.4453032E-7	9.2942215E-8	1.0552322E-7
788	Ethylene	Water	river	kg	2.1598242E-7	2.618333E-7	2.5395838E-7
789	Ethylene diamine	Air	high. pop.	kg	9.5210036E-10	1.5186935E-9	1.5201522E-9
790	Ethylene diamine	Water	river	kg	2.2857466E-9	3.6454645E-9	3.6489561E-9
791	Ethylene oxide	Air		kg	1.480545E-10	9.9080074E-11	9.2958255E-11
792	Ethylene oxide	Air	high. pop.	kg	1.3935238E-6	1.2184804E-7	1.2107841E-7
793	Ethylene oxide	Water		kg	4.3756827E-15	2.7398813E-15	3.2614047E-15
794	Ethylene oxide	Water	groundwater	kg	6.9212843E-11	4.3338374E-11	5.1587628E-11
795	Ethylene oxide	Water	river	kg	2.7039235E-7	9.0555979E-7	9.0477159E-7
796	Ethyne	Air		kg	7.2029943E-7	2.4112584E-7	2.4537175E-7
797	Ethyne	Air	high. pop.	kg	4.7476878E-7	3.4083887E-7	3.2909505E-7
798	Ethyne	Air	low. pop.	kg	2.5570687E-9	1.7814301E-9	2.1207331E-9
799	Europium	Raw	in ground	kg	5.4516467E-9	2.7623125E-9	2.3518766E-9
800	Feldspar	Raw	in ground	kg	8.8469458E-8	4.7487096E-10	9.9908194E-10
801	Fenbuconazole	Soil	agricultural	kg	2.1018484E-13	6.0566051E-14	5.6020431E-14
802	Fenoxaprop	Air	low. pop.	kg	3.7867609E-12	1.4439327E-12	3.1577431E-12
803	Fenoxaprop	Soil	agricultural	kg	7.4448554E-8	2.7484383E-7	2.7484889E-7
804	Fenoxaprop-P ethyl ester	Soil	agricultural	kg	2.9809216E-14	1.7798261E-14	1.5894033E-14
805	Fenoxaprop ethyl ester	Soil	agricultural	kg	1.616972E-12	9.8783018E-16	7.3711004E-16
806	Fenpiclonil	Soil	agricultural	kg	1.6843331E-9	1.6832509E-9	1.6922741E-9
807	Fenpropidin	Soil	agricultural	kg	4.5306199E-11	1.0961273E-12	1.0058874E-12
808	Fenpropimorph	Soil	agricultural	kg	1.4947479E-11	2.1378875E-12	1.96972E-12
809	Fentin hydroxide	Soil	agricultural	kg	4.2773052E-10	4.2745591E-10	4.2974727E-10
810	Fipronil	Air	low. pop.	kg	8.1153798E-11	4.5317152E-11	5.1843282E-11
811	Fipronil	Water		kg	1.3911738E-13	7.3951354E-14	8.3549803E-14
812	Fipronil	Water	groundwater	kg	4.5402694E-12	1.4584144E-12	1.2708258E-12
813	Fipronil	Soil	agricultural	kg	2.1748596E-8	3.6670679E-9	4.3438936E-8
814	Fipronil	Soil	forestry	kg	4.1565777E-12	2.4386757E-12	2.8196705E-12
815	Fish, demersal, in ocean	Raw	biotic	kg	7.5411213E-28	1.3440944E-28	1.3585441E-28
816	Fish, pelagic, in ocean	Raw	biotic	kg	8.194154E-18	1.4604879E-18	1.4761889E-18
817	Florasulam	Soil	agricultural	kg	6.0200445E-14	3.7237835E-17	2.7854649E-17
818	Fluazifop-p-butyl	Air	low. pop.	kg	5.4337587E-12	2.0719507E-12	4.5311585E-12
819	Fluazifop-P-butyl	Soil	agricultural	kg	9.732812E-12	3.8850554E-12	5.6569883E-12
820	Fluazinam	Air	low. pop.	kg	5.9443237E-11	3.7221029E-11	4.4305876E-11
821	Fluazinam	Water		kg	3.3436821E-13	2.0936829E-13	2.4922055E-13
822	Fluazinam	Water	groundwater	kg	2.3392015E-12	1.4647164E-12	1.7435182E-12
823	Fluazinam	Soil	agricultural	kg	5.2700833E-11	3.2999199E-11	3.9280441E-11
824	Fluazinam	Soil	forestry	kg	2.2428814E-12	1.4044046E-12	1.6717263E-12
825	Flucarbazone sodium salt	Soil	agricultural	kg	5.5503485E-14	3.3813523E-17	2.5217402E-17
826	Fludioxonil	Air	low. pop.	kg	1.5297924E-12	1.4366819E-12	1.4645437E-12
827	Fludioxonil	Water		kg	1.9746631E-15	1.8438641E-15	1.8832518E-15
828	Fludioxonil	Water	groundwater	kg	8.8709739E-17	8.6484918E-17	8.7076398E-17
829	Fludioxonil	Soil	agricultural	kg	1.5209171E-11	1.2911111E-11	1.3210178E-11
830	Fludioxonil	Soil	forestry	kg	1.1071697E-13	1.0428752E-13	1.0620419E-13
831	Flufenacet	Air	low. pop.	kg	2.0373653E-12	7.768693E-13	1.6989391E-12
832	Flufenacet	Soil	agricultural	kg	5.8483906E-12	3.6818108E-14	7.5430601E-14
833	Flumetsulam	Air	low. pop.	kg	4.7667991E-13	1.8176318E-13	3.9749874E-13
834	Flumetsulam	Soil	agricultural	kg	2.0582471E-10	2.0484733E-10	2.0483669E-10
835	Flumiclorac-pentyl	Air	low. pop.	kg	8.156523E-13	3.11017E-13	6.8016452E-13
836	Flumiclorac-pentyl	Soil	agricultural	kg	3.494868E-14	1.3326308E-14	2.9143365E-14
837	Flumioxazin	Air	low. pop.	kg	1.6281449E-11	8.174626E-12	1.2865877E-11
838	Flumioxazin	Water		kg	9.2519379E-15	5.7932015E-15	6.89591E-15
839	Flumioxazin	Water	groundwater	kg	1.7496172E-13	1.0955419E-13	1.3040731E-13
840	Flumioxazin	Soil	agricultural	kg	9.0400002E-11	5.1611375E-11	6.9019761E-11
841	Flumioxazin	Soil	forestry	kg	4.2398041E-13	2.6547994E-13	3.1601279E-13
842	Fluoranthene	Air		kg	7.7427536E-11	2.1830016E-13	1.4562712E-13
843	Fluoranthene	Water	river	kg	3.2524338E-8	4.2609253E-8	2.5219891E-8
844	Fluorene	Air		kg	4.5364684E-10	3.2184378E-13	2.7161626E-13
845	Fluorene	Water	river	kg	1.1987542E-8	1.5704553E-8	9.2953313E-9
846	Fluoride	Water		kg	1.9169377E-7	1.1080632E-7	1.0202589E-7
847	Fluoride	Water	groundwater	kg	6.2271588E-7	1.1940725E-6	1.0462824E-6
848	Fluoride	Water	groundwater, long-term	kg	7.6681569E-5	4.5468587E-5	3.5112467E-5
849	Fluoride	Water	ocean	kg	5.6763361E-6	4.7420582E-5	4.5865041E-5
850	Fluoride	Water	river	kg	3.2452219E-6	4.6094271E-6	4.2726107E-6
851	Fluoride	Soil		kg	3.7780948E-8	5.0059423E-8	2.8776502E-8
852	Fluoride	Soil	industrial	kg	5.8734818E-7	2.8198965E-7	2.3986957E-7
853	Fluorine	Raw	in ground	kg	0.00069069588	0.00037190116	0.00036303161
854	Fluorine	Air		kg	3.884769E-9	3.1420995E-9	2.9522896E-9
855	Fluorine	Air	high. pop.	kg	3.6341858E-8	8.6456741E-8	8.6934556E-8
856	Fluorine	Air	low. pop.	kg	3.2239135E-8	2.1466905E-8	1.4688187E-8
857	Fluorine	Air	low. pop., long-term	kg	6.7216409E-8	3.4487245E-8	1.9381795E-8
858	Fluorine	Water	river	kg	4.7187545E-8	4.4313709E-8	3.217406E-9
859	Fluorspar	Raw	in ground	kg	0.0001204542	0.00016991445	0.00015485542
860	Fluosilicic acid	Air	high. pop.	kg	1.6718615E-8	6.4756425E-9	7.2053747E-9
861	Fluosilicic acid	Water		kg	1.7412813E-9	4.926586E-10	5.0151181E-10
862	Fluosilicic acid	Water	river	kg	3.0093508E-8	1.1656156E-8	1.2969674E-8
863	Flupyrsulfuron-methyl	Soil	agricultural	kg	8.6168303E-14	5.2494973E-17	3.9149627E-17
864	Fluquinconazole	Soil	agricultural	kg	1.8277251E-13	5.266702E-14	4.871424E-14
865	Flurochloridone	Soil	agricultural	kg	5.7545902E-33	1.0256714E-33	1.0366979E-33
866	Fluroxypyr	Soil	agricultural	kg	3.7752837E-11	9.237455E-14	8.1347122E-14
867	Flurtamone	Soil	agricultural	kg	8.1335519E-12	6.1812804E-13	5.7108035E-13
868	Flusilazole	Soil	agricultural	kg	7.3402848E-13	2.1151539E-13	1.956406E-13
869	Flutolanil	Soil	agricultural	kg	4.8637805E-10	4.8606579E-10	4.8867131E-10
870	Fluxapyroxad	Water		kg	4.0929611E-16	4.0758213E-16	4.0755234E-16
871	Fluxapyroxad	Water	groundwater	kg	2.9702228E-13	2.9577846E-13	2.9575684E-13
872	Fluxapyroxad	Soil	agricultural	kg	1.6857731E-12	1.6787137E-12	1.678591E-12
873	Fluxapyroxad	Soil	forestry	kg	5.109554E-14	5.088157E-14	5.0877852E-14
874	Fomesafen	Air	low. pop.	kg	3.0676216E-11	1.1697171E-11	2.5580598E-11
875	Fomesafen	Soil	agricultural	kg	1.038508E-10	3.7930548E-11	5.7637214E-11
876	Foramsulfuron	Soil	agricultural	kg	2.2050109E-11	2.1946746E-11	2.1944615E-11
877	Formaldehyde	Air		kg	2.6892074E-6	4.6275598E-6	1.0081965E-6
878	Formaldehyde	Air	high. pop.	kg	2.0037333E-6	6.9274545E-7	0.00032762512
879	Formaldehyde	Air	low. pop.	kg	6.7934387E-7	1.2903822E-6	2.9601584E-6
880	Formaldehyde	Water		kg	4.3392573E-8	5.2850418E-8	5.156332E-8
881	Formaldehyde	Water	river	kg	5.919469E-8	2.0826119E-7	2.0831704E-7
882	Formamide	Air	high. pop.	kg	3.6131193E-9	1.3173745E-8	1.3174822E-8
883	Formamide	Water	river	kg	8.6716124E-9	3.1617448E-8	3.1620032E-8
884	Formate	Water	river	kg	2.7363315E-7	7.4952041E-7	7.5023896E-7
885	Formic acid	Air	high. pop.	kg	1.7107164E-9	4.1384289E-9	4.1023604E-9
886	Formic acid	Air	low. pop.	kg	6.68513E-8	4.2077059E-8	5.1741752E-8
887	Formic acid	Water	river	kg	2.5173428E-9	9.1784497E-9	9.1791998E-9
888	Fungicides, unspecified	Water	ocean	kg	1.0781595E-10	1.9354624E-11	1.9579827E-11
889	Fungicides, unspecified	Soil	agricultural	kg	4.2828553E-14	2.1658181E-14	2.5390257E-14
890	Furan	Air	low. pop.	kg	2.9171485E-7	1.8360921E-7	2.2578231E-7
891	Gadolinium	Raw	in ground	kg	1.8738307E-8	9.3252937E-9	7.9160421E-9
892	Gallium	Raw	in ground	kg	2.2136701E-7	8.9867625E-8	9.8687084E-8
893	Gangue	Raw	in ground	kg	0.15036043	0.13788029	0.10919828
894	Gas, mine, off-gas, process, coal mining/m3	Raw	in ground	m3	0.0011419995	0.0037770923	0.0015985123
895	Gas, natural/m3	Raw	in ground	m3	0.20396217	0.069160456	0.061548584
896	Gibberellic acid	Air	low. pop.	kg	1.1615376E-15	7.2730937E-16	8.6574926E-16
897	Gibberellic acid	Water		kg	4.7948681E-18	3.0023588E-18	3.5738435E-18
898	Gibberellic acid	Soil	agricultural	kg	8.0769168E-15	5.0574493E-15	6.0201108E-15
