SimaPro 9.5.0.1	Inventory	Date:	31/07/2023	Time:	11:54:34
Project	Doris_Thesis


Calculation: 	Compare
Results: 	Inventory
Product 1: 	1 kg white rice cooked, at household {CH} (of project Doris_Thesis)
Product 2: 	1 kg white rice cooked, at household {CN} (of project Doris_Thesis)
Product 3: 	1 kg white rice cooked, at household {IN} (of project Doris_Thesis)
Method: 	ReCiPe 2016 Midpoint (H) V1.08 / World (2010) H
Indicator: 	Inventory
Compartment: 	All compartments
Per sub-compartment: 	Yes
Default units: 	Yes
Exclude infrastructure processes: 	No
Exclude long-term emissions: 	No
Sorted on item: 	Substance
Sort order: 	Ascending

No	Substance	Compartment	Subcompartment	Unit	white rice cooked, at household {CH}	white rice cooked, at household {CN}	white rice cooked, at household {IN}
2370	Water, cooling, unspecified natural origin, SK	Raw	in water	m3	4.2270268E-5	1.6467802E-5	1.5337416E-5
2371	Water, cooling, unspecified natural origin, TH	Raw	in water	m3	5.586065E-5	2.1357292E-5	1.8655367E-5
2372	Water, cooling, unspecified natural origin, TR	Raw	in water	m3	8.8857377E-5	3.641174E-5	3.2266494E-5
2373	Water, cooling, unspecified natural origin, TRE	Raw	in water	m3	0.00099372072	8.1719895E-5	7.4768183E-5
2374	Water, cooling, unspecified natural origin, TW	Raw	in water	m3	0.00011869955	4.531231E-5	3.9587384E-5
2375	Water, cooling, unspecified natural origin, TZ	Raw	in water	m3	4.2246551E-6	1.5727584E-6	1.3724342E-6
2376	Water, cooling, unspecified natural origin, UA	Raw	in water	m3	0.00014100656	5.590472E-5	5.180219E-5
2377	Water, cooling, unspecified natural origin, UN-OCEANIA	Raw	in water	m3	1.5044839E-6	1.5617552E-6	1.6940374E-6
2378	Water, cooling, unspecified natural origin, UN-SEASIA	Raw	in water	m3	3.9695415E-6	3.9524564E-6	3.9829955E-6
2379	Water, cooling, unspecified natural origin, US	Raw	in water	m3	3.5898963E-5	0.00032277948	0.00031208125
2380	Water, cooling, unspecified natural origin, WECC, US only	Raw	in water	m3	0.0012746248	0.00010530151	9.6367197E-5
2381	Water, cooling, unspecified natural origin, WEU	Raw	in water	m3	5.21464E-9	2.6663496E-9	1.3929942E-9
2382	Water, cooling, unspecified natural origin, ZA	Raw	in water	m3	1.6804594E-5	8.512772E-6	7.485074E-6
2383	Water, cooling, unspecified natural origin/m3	Raw	in water	m3	2.4458792E-5	9.6437685E-6	1.2908663E-5
2384	Water, CY	Water		m3	3.34565E-6	1.2868526E-6	1.1243863E-6
2385	Water, CZ	Water		m3	0.001018194	0.00039582446	0.00036340845
2386	Water, CZ	Water	river	m3	5.2920627E-11	1.5157306E-11	5.4843277E-11
2387	Water, DE	Water		m3	0.012583165	0.005279091	0.0043774961
2388	Water, DE	Water	groundwater	m3	2.1112521E-8	6.7491838E-10	6.7526698E-10
2389	Water, DE	Water	ocean	m3	1.0974175E-7	2.5425146E-8	2.45564E-8
2390	Water, DE	Water	river	m3	1.0095181E-7	2.2403678E-8	2.2884644E-8
2391	Water, DK	Water		m3	1.4214672E-5	5.6471534E-6	5.2686408E-6
2392	Water, DK	Water	river	m3	2.0620057E-10	5.9147602E-11	2.12954E-10
2393	Water, DZ	Water	ocean	m3	2.6404133E-6	1.1987588E-6	1.0480841E-6
2394	Water, EC	Water	ocean	m3	1.0509512E-8	8.4742863E-9	7.0242184E-9
2395	Water, EC	Water	river	m3	7.1254792E-7	5.7455943E-7	4.7624434E-7
2396	Water, EE	Water		m3	1.6652407E-5	6.4345264E-6	5.9191247E-6
2397	Water, ES	Water		m3	0.011788431	0.004946386	0.0045880608
2398	Water, ES	Water	groundwater	m3	8.3269907E-9	2.1767654E-13	1.6749409E-13
2399	Water, ES	Water	river	m3	1.4617275E-8	1.8533737E-8	1.8020722E-8
2400	Water, Europe without Austria	Water		m3	7.2334264E-5	3.4916412E-5	2.9758636E-5
2401	Water, Europe without Switzerland	Water		m3	0.00042354587	6.8185044E-5	6.7483767E-5
2402	Water, Europe without Switzerland	Water	groundwater	m3	3.6991689E-6	2.4118825E-6	1.8286295E-6
2403	Water, Europe without Switzerland	Water	ocean	m3	0.074876957	0.0019375188	0.0018504087
2404	Water, Europe without Switzerland	Water	river	m3	1.9835729E-5	1.4892173E-5	1.0884544E-5
2405	Water, Europe without Switzerland and Austria	Water		m3	1.4451227E-6	6.4179777E-7	5.998632E-7
2406	Water, Europe, without Russia and Turkey	Water		m3	1.127123E-6	5.1333172E-7	4.7233661E-7
2407	Water, FI	Water		m3	0.006181539	0.0027288321	0.0025284936
2408	Water, FI	Water	groundwater	m3	6.8717823E-11	2.5981786E-11	2.3183347E-11
2409	Water, FI	Water	river	m3	4.1861233E-10	1.4536365E-10	2.4042393E-10
2410	Water, FR	Water		m3	0.12025524	0.018742901	0.016877702
2411	Water, FR	Water	groundwater	m3	9.4350421E-9	2.5371652E-10	2.5383925E-10
2412	Water, FR	Water	river	m3	3.5744905E-9	4.1168484E-10	1.3235747E-9
2413	Water, GB	Water		m3	0.0030868952	0.0011860403	0.0010920544
2414	Water, GB	Water	ocean	m3	3.8946485E-6	9.0234246E-7	8.7150598E-7
2415	Water, GB	Water	river	m3	8.0676768E-8	1.8752693E-8	1.8935809E-8
2416	Water, GLO	Water		m3	0.0001207863	7.1881625E-5	5.9534393E-5
2417	Water, GLO	Water	groundwater	m3	8.6779071E-8	5.7139368E-8	4.5509358E-7
2418	Water, GLO	Water	ocean	m3	0.0043502997	0.003720788	0.0048430944
2419	Water, GLO	Water	river	m3	2.8169668E-6	1.8852361E-6	1.3780507E-5
2420	Water, GR	Water		m3	0.0026807213	0.0010464827	0.00097299906
2421	Water, HICC	Water		m3	0.00031702212	2.5261384E-5	2.308395E-5
2422	Water, HR	Water		m3	0.0001528229	5.8846604E-5	5.4149118E-5
2423	Water, HU	Water		m3	0.00016544584	6.4265982E-5	5.9177128E-5
2424	Water, HU	Water	river	m3	4.9510802E-11	1.4177703E-11	5.1329519E-11
2425	Water, IAI Area, Africa	Water		m3	3.1482693E-8	1.2194444E-8	1.3568785E-8
2426	Water, IAI Area, Africa	Water	ocean	m3	7.0557522E-7	2.7329596E-7	3.0409704E-7
2427	Water, IAI Area, Africa	Water	river	m3	1.4188627E-7	5.4957797E-8	6.1151673E-8
2428	Water, IAI Area, Asia, without China and GCC	Water		m3	5.6003084E-8	2.1691175E-8	2.4135975E-8
2429	Water, IAI Area, Asia, without China and GCC	Water	ocean	m3	1.2655162E-6	4.9039357E-7	5.4564227E-7
2430	Water, IAI Area, Asia, without China and GCC	Water	river	m3	3.5820403E-7	1.4098992E-7	1.5665595E-7
2431	Water, IAI Area, EU27 & EFTA	Water		m3	2.7198514E-7	1.0535452E-7	1.1722752E-7
2432	Water, IAI Area, EU27 & EFTA	Water	ocean	m3	1.3955177E-6	5.4055502E-7	6.0147371E-7
2433	Water, IAI Area, EU27 & EFTA	Water	river	m3	9.6779261E-7	3.7542533E-7	4.1773754E-7
2434	Water, IAI Area, Gulf Cooperation Council	Water	ocean	m3	6.0916492E-6	2.3594561E-6	2.6253801E-6
2435	Water, IAI Area, Gulf Cooperation Council	Water	river	m3	3.6587462E-8	1.417127E-8	1.576843E-8
2436	Water, IAI Area, Russia & RER w/o EU27 & EFTA	Water		m3	6.6775269E-8	2.5864788E-8	2.8779593E-8
2437	Water, IAI Area, Russia & RER w/o EU27 & EFTA	Water	ocean	m3	5.0443738E-7	1.9553443E-7	2.1756646E-7
2438	Water, IAI Area, Russia & RER w/o EU27 & EFTA	Water	river	m3	1.8202891E-6	7.064797E-7	7.8606139E-7
2439	Water, IAI Area, South America	Water		m3	2.3717023E-8	9.1862383E-9	1.0221541E-8
2440	Water, IAI Area, South America	Water	ocean	m3	7.8027458E-9	3.0222052E-9	3.3628202E-9
2441	Water, IAI Area, South America	Water	river	m3	5.9511819E-7	2.3593615E-7	2.6228431E-7
2442	Water, ID	Water		m3	0.0011540049	0.00050784606	0.00060970514
2443	Water, ID	Water	groundwater	m3	6.4346484E-8	5.604669E-8	6.2143575E-8
2444	Water, ID	Water	ocean	m3	3.2770226E-7	2.904732E-7	2.4035327E-7
2445	Water, ID	Water	river	m3	8.3998282E-7	7.4059581E-7	6.7587814E-7
2446	Water, IE	Water		m3	0.00062259106	0.00025430079	0.00023324477
2447	Water, IL	Water		m3	1.3044375E-10	1.2360736E-10	1.2340667E-10
2448	Water, IN	Water		m3	3.3737327E-5	1.3734445E-5	0.00052252743
2449	Water, IN	Water	groundwater	m3	0.0082419141	1.4536155E-5	0.00014391651
2450	Water, IN	Water	ocean	m3	1.00284E-5	1.0300849E-5	1.0713389E-5
2451	Water, IN	Water	river	m3	0.0021207014	1.2836349E-5	1.3562281E-5
2452	Water, IN-AP	Water		m3	0.0012017713	0.0004385481	0.025446145
2453	Water, IN-AR	Water		m3	0.0011042493	0.00037288136	0.021393218
2454	Water, IN-AS	Water		m3	0.00033852366	0.0001143122	0.0065584018
2455	Water, IN-BR	Water		m3	0.00011710538	4.0511693E-5	0.002270286
2456	Water, IN-CT	Water		m3	0.00020291042	7.0559222E-5	0.0039575644
2457	Water, IN-DL	Water		m3	2.9938634E-6	1.0416534E-6	5.9727198E-5
2458	Water, IN-GA	Water		m3	1.0104266E-7	3.504061E-8	2.0167694E-6
2459	Water, IN-GJ	Water		m3	0.00044251629	0.00015346034	0.0088324409
2460	Water, IN-GJ	Water	groundwater	m3	1.1272866E-6	8.2901163E-7	5.1645604E-6
2461	Water, IN-GJ	Water	river	m3	4.7184149E-6	1.7486284E-6	8.9732567E-5
2462	Water, IN-HP	Water		m3	0.013112589	0.0045622565	0.2615945
2463	Water, IN-HR	Water		m3	0.00018856239	6.5606416E-5	0.0037617959
2464	Water, IN-JH	Water		m3	0.00012997367	4.5023647E-5	0.0024921497
2465	Water, IN-JK	Water		m3	0.007188256	0.0025010062	0.1434048
2466	Water, IN-KA	Water		m3	0.0029822777	0.0010883291	0.063107449
2467	Water, IN-KA	Water	river	m3	9.7641031E-6	3.5630978E-6	0.0002067438
2468	Water, IN-KL	Water		m3	0.00094407839	0.00034451128	0.019989789
2469	Water, IN-MH	Water		m3	0.0018781239	0.00065131507	0.03748657
2470	Water, IN-MH	Water	river	m3	2.1744165E-5	7.5406648E-6	0.00043400448
2471	Water, IN-ML	Water		m3	0.00032950797	0.00011126779	0.006383736
2472	Water, IN-MN	Water		m3	0.0001900806	6.4186153E-5	0.0036825343
2473	Water, IN-MP	Water		m3	0.0034915305	0.0012109638	0.069624455
2474	Water, IN-NL	Water		m3	4.0958152E-5	1.3830692E-5	0.00079350442
2475	Water, IN-OR	Water		m3	0.0010821543	0.00037447203	0.020929376
2476	Water, IN-PB	Water		m3	0.003430816	0.0011936821	0.068444346
2477	Water, IN-PY	Water		m3	3.9563175E-8	1.4437318E-8	8.3770535E-7
2478	Water, IN-RJ	Water		m3	0.00025126993	8.7424217E-5	0.0050128033
2479	Water, IN-RJ	Water	river	m3	1.4682862E-5	5.1086005E-6	0.00029292123
2480	Water, IN-SK	Water		m3	0.0048616736	0.0016818581	0.094251773
2481	Water, IN-TN	Water		m3	0.0016530631	0.00060323262	0.035001736
2482	Water, IN-TN	Water	river	m3	3.6481264E-6	1.3312673E-6	7.7244938E-5
2483	Water, IN-TR	Water		m3	2.5383493E-5	8.5714626E-6	0.00049176813
2484	Water, IN-UP	Water		m3	0.00043228484	0.00015068912	0.0084830666
2485	Water, IN-UP	Water	river	m3	5.3837159E-6	1.8731535E-6	0.00010740445
2486	Water, IN-UT	Water		m3	0.003493734	0.0012155731	0.069699552
2487	Water, IN-WB	Water		m3	0.0011316627	0.00039148989	0.021939197
2488	Water, in air	Raw	in air	m3	2.4815871E-7	1.7252031E-7	6.2743024E-8
2489	Water, IQ	Water	ocean	m3	8.2226925E-6	4.4943159E-6	3.8486805E-6
2490	Water, IR	Water		m3	0.010018586	0.0042580685	0.0037803104
2491	Water, IR	Water	ocean	m3	3.9529584E-6	3.3890649E-6	2.8114328E-6
2492	Water, IS	Water		m3	0.0028809736	0.0011143857	0.001124895
2493	Water, IT	Water		m3	0.010709754	0.0041990733	0.0038696113
2494	Water, IT	Water	river	m3	7.145346E-10	2.0492844E-10	7.3878454E-10
2495	Water, JP	Water		m3	0.03281204	0.012866323	0.011343459
2496	Water, KR	Water		m3	0.0015156099	0.00060582267	0.00053245398
2497	Water, KR	Water	river	m3	2.9849249E-5	1.1875598E-5	1.0428462E-5
2498	Water, KW	Water	ocean	m3	3.6694731E-6	3.0069437E-6	2.5001525E-6
2499	Water, KZ	Water		m3	3.3629604E-7	1.2727463E-7	1.1103595E-7
2500	Water, KZ	Water	ocean	m3	6.0169604E-6	2.2959393E-6	2.0533255E-6
2501	Water, KZ	Water	river	m3	3.2885422E-12	2.4623181E-12	1.5940211E-12
2502	Water, lake	Raw	in water	m3	6.1609454E-9	3.5608617E-9	3.0803747E-9
2503	Water, lake, AU	Raw	in water	m3	1.445583E-7	3.7989755E-8	2.4205277E-8
2504	Water, lake, BR	Raw	in water	m3	2.5319758E-7	2.1447686E-7	1.9254641E-7
2505	Water, lake, CA-QC	Raw	in water	m3	4.6764744E-6	6.526608E-7	6.0414797E-7
2506	Water, lake, CH	Raw	in water	m3	0.00025296508	1.7909761E-7	1.1559547E-7
2507	Water, lake, CO	Raw	in water	m3	3.9772524E-8	3.4384862E-8	3.067437E-8
2508	Water, lake, Europe without Switzerland	Raw	in water	m3	1.4600331E-6	9.5035293E-7	7.2089125E-7
2509	Water, lake, GLO	Raw	in water	m3	5.8210948E-7	6.7223399E-7	5.8458225E-7
2510	Water, lake, IN	Raw	in water	m3	6.3790777E-7	5.8251396E-7	5.3452787E-7
2511	Water, lake, RER	Raw	in water	m3	2.6034087E-7	2.3546777E-7	2.341022E-7
2512	Water, lake, RoW	Raw	in water	m3	2.108642E-5	0.00028697015	0.0003865232
2513	Water, lake, ZA	Raw	in water	m3	5.3655074E-7	1.5437941E-7	1.7222646E-7
2514	Water, LT	Water		m3	0.00023974802	9.2354878E-5	8.4920822E-5
2515	Water, LU	Water		m3	0.00014211443	5.5112698E-5	5.0702931E-5
2516	Water, LU	Water	river	m3	1.173264E-11	3.3593464E-12	1.2166635E-11
2517	Water, LV	Water		m3	0.0014428456	0.00055503118	0.00051016475
2518	Water, LY	Water	ocean	m3	2.5283601E-6	1.1363701E-6	9.9630023E-7
2519	Water, MA	Water		m3	2.2871744E-6	2.0584029E-5	1.9904374E-5
2520	Water, MK	Water		m3	0.00014271976	5.4758152E-5	5.0341253E-5
2521	Water, MRO, US only	Water		m3	0.061422495	0.004870574	0.0044528473
2522	Water, MT	Water		m3	9.2773048E-7	3.6365355E-7	3.346205E-7
2523	Water, MX	Water		m3	0.015206976	0.0059496766	0.0052353003
2524	Water, MX	Water	ocean	m3	2.56297E-6	1.7238701E-6	1.4122269E-6
2525	Water, MY	Water		m3	0.0026108679	0.001045864	0.00093781409
2526	Water, MY	Water	groundwater	m3	1.115912E-6	1.1618041E-6	1.6192635E-6
2527	Water, MY	Water	ocean	m3	7.1126091E-7	6.3045715E-7	5.2167441E-7
2528	Water, MY	Water	river	m3	2.7897799E-7	2.9045102E-7	4.0481587E-7
2529	Water, NG	Water	ocean	m3	5.4646743E-6	1.617802E-6	1.4927246E-6
2530	Water, NL	Water		m3	0.0001160283	4.5978674E-5	4.2848604E-5
2531	Water, NL	Water	groundwater	m3	9.4811018E-32	9.6424445E-31	1.2944696E-30
2532	Water, NL	Water	ocean	m3	7.1341059E-8	1.6528433E-8	1.5963673E-8
2533	Water, NL	Water	river	m3	6.0356846E-10	1.1703015E-10	4.0924757E-10
2534	Water, NO	Water		m3	0.0025522181	0.00075508728	0.00070812872
2535	Water, NO	Water	ocean	m3	5.011105E-6	1.1609854E-6	1.121315E-6
2536	Water, NO	Water	river	m3	1.2069675E-9	9.6620548E-11	1.9242732E-10
2537	Water, NORDEL	Water		m3	2.2536913E-7	9.450034E-8	8.7122249E-8
2538	Water, NP	Water		m3	0.0030386718	0.0011360446	0.00099140467
2539	Water, NPCC, US only	Water		m3	0.10674988	0.0085289341	0.0078001787
2540	Water, PE	Water		m3	0.00028806664	0.00011352874	9.5133134E-5
2541	Water, PE	Water	groundwater	m3	2.6313598E-7	2.1391707E-7	1.7324649E-7
2542	Water, PE	Water	ocean	m3	1.2852533E-6	1.1465181E-6	1.1349401E-6
2543	Water, PE	Water	river	m3	3.2131333E-7	2.8662954E-7	2.8373503E-7
2544	Water, PG	Water		m3	1.7918632E-7	6.447893E-8	5.6610253E-8
2545	Water, PH	Water		m3	1.8413159E-8	1.4757187E-8	1.4128466E-8
2546	Water, PH	Water	groundwater	m3	2.5569332E-7	2.0492486E-7	1.9619417E-7
2547	Water, PH	Water	river	m3	1.0227581E-6	8.1968726E-7	7.8476502E-7
2548	Water, PL	Water		m3	0.0016659879	0.00064391801	0.00059226203
2549	Water, PL	Water	river	m3	1.5756018E-10	4.514721E-11	1.631336E-10
2550	Water, PT	Water		m3	0.004361299	0.0016974798	0.001561841
2551	Water, PT	Water	river	m3	9.1092789E-11	2.6074124E-11	9.4512273E-11
2552	Water, QA	Water	ocean	m3	1.9300268E-6	1.6547046E-6	1.3726769E-6
2553	Water, RAF	Water	river	m3	1.9230764E-6	1.9496817E-6	2.0256954E-6
2554	Water, RER	Water		m3	0.00038232765	0.00036893413	0.00035516454
2555	Water, RER	Water	groundwater	m3	1.2590119E-8	4.7598839E-9	4.2471922E-9
2556	Water, RER	Water	river	m3	7.6888183E-6	9.2273457E-6	8.526264E-6
2557	Water, RER w/o RU	Water	river	m3	5.8325749E-6	6.1510245E-6	5.5431689E-6
2558	Water, RFC	Water		m3	0.030245497	0.0023783459	0.0021725822
2559	Water, river	Raw	in water	m3	3.1514744E-7	1.0821998E-7	9.9615791E-8
2560	Water, river, AR	Raw	in water	m3	1.7238324E-6	6.4313471E-7	5.616051E-7
2561	Water, river, AU	Raw	in water	m3	3.4744543E-6	2.5196861E-6	1.6489313E-6
2562	Water, river, BR	Raw	in water	m3	0.00020635602	7.7146616E-6	6.9328964E-6
2563	Water, river, CA	Raw	in water	m3	1.1530432E-5	8.0794571E-6	5.5503398E-6
2564	Water, river, CA-NB	Raw	in water	m3	1.9439726E-6	5.1848664E-7	4.5531079E-7
2565	Water, river, CA-ON	Raw	in water	m3	4.1299811E-5	9.6822499E-6	8.5194173E-6
2566	Water, river, CA-QC	Raw	in water	m3	4.381499E-5	3.9566958E-6	4.0176574E-6
2567	Water, river, CA-SK	Raw	in water	m3	2.2718016E-6	5.1717809E-6	5.2385521E-6
2568	Water, river, CD	Raw	in water	m3	5.0580929E-7	4.1452719E-8	3.5254864E-8
2569	Water, river, CH	Raw	in water	m3	0.00053462952	3.3513481E-6	3.0855788E-6
2570	Water, river, CL	Raw	in water	m3	1.5862205E-5	1.181198E-5	7.6711995E-6
2571	Water, river, CN	Raw	in water	m3	0.0026559452	0.0013269272	0.00010969626
2572	Water, river, CN-ZJ	Raw	in water	m3	2.5191746E-6	2.0555675E-5	1.0205411E-6
2573	Water, river, CO	Raw	in water	m3	3.481214E-5	9.4460721E-7	9.1557473E-7
2574	Water, river, DE	Raw	in water	m3	1.132385E-5	4.328243E-6	3.9233638E-6
2575	Water, river, ES	Raw	in water	m3	6.9107833E-5	3.1493516E-6	3.1337685E-6
2576	Water, river, Europe without Switzerland	Raw	in water	m3	2.2954795E-5	1.5109987E-5	1.1663449E-5
2577	Water, river, FR	Raw	in water	m3	2.7787584E-5	7.8486324E-6	7.2688171E-6
2578	Water, river, GB	Raw	in water	m3	5.6285782E-6	2.2046079E-6	2.0361001E-6
2579	Water, river, GLO	Raw	in water	m3	3.8779648E-5	2.1270199E-5	1.510389E-5
2580	Water, river, ID	Raw	in water	m3	1.8872502E-6	1.4130913E-6	9.1478726E-7
2581	Water, river, IN	Raw	in water	m3	0.0077791306	3.4997345E-5	0.00081895847
2582	Water, river, IN-GJ	Raw	in water	m3	5.5360251E-7	1.9198396E-7	1.1049676E-5
2583	Water, river, IN-KA	Raw	in water	m3	1.2203622E-6	4.4533223E-7	2.5839784E-5
2584	Water, river, IN-MH	Raw	in water	m3	2.7176851E-6	9.4246672E-7	5.4243862E-5
2585	Water, river, IN-RJ	Raw	in water	m3	1.8351311E-6	6.3849621E-7	3.6610633E-5
2586	Water, river, IN-TN	Raw	in water	m3	4.559595E-7	1.6638787E-7	9.654425E-6
2587	Water, river, IN-UP	Raw	in water	m3	6.7288139E-7	2.3411528E-7	1.3423899E-5
2588	Water, river, JP	Raw	in water	m3	1.6205939E-7	1.2301723E-7	8.0244483E-8
2589	Water, river, KR	Raw	in water	m3	3.7306955E-6	1.4842665E-6	1.3033967E-6
2590	Water, river, KZ	Raw	in water	m3	9.0711394E-7	5.3270263E-7	3.7855085E-7
2591	Water, river, MA	Raw	in water	m3	4.4089551E-5	6.8086853E-7	7.7182302E-7
2592	Water, river, MY	Raw	in water	m3	2.7569238E-5	2.461782E-6	3.328318E-6
2593	Water, river, PE	Raw	in water	m3	5.3940084E-5	1.2365398E-6	1.2680636E-6
2594	Water, river, PH	Raw	in water	m3	0.00035884296	7.1216244E-6	7.7891117E-6
2595	Water, river, RER	Raw	in water	m3	3.4626141E-6	9.745143E-7	9.0981927E-7
2596	Water, river, RO	Raw	in water	m3	2.9623911E-6	1.1385247E-6	1.0558075E-6
2597	Water, river, RoW	Raw	in water	m3	0.005389544	0.002117202	0.0026965707
2598	Water, river, RU	Raw	in water	m3	3.3562976E-5	1.4681582E-5	1.240878E-5
2599	Water, river, RW	Raw	in water	m3	2.5290464E-7	2.072636E-8	1.7627432E-8
2600	Water, river, SE	Raw	in water	m3	3.9534183E-8	2.1296725E-8	1.1441739E-8
2601	Water, river, TN	Raw	in water	m3	6.2890659E-6	9.712113E-8	1.1009515E-7
2602	Water, river, TZ	Raw	in water	m3	2.3972319E-8	8.638035E-9	7.614137E-9
2603	Water, river, US	Raw	in water	m3	0.35297057	9.4020189E-5	8.2256433E-5
2604	Water, river, WEU	Raw	in water	m3	5.7989703E-13	1.9065238E-13	9.9554944E-14
2605	Water, river, ZA	Raw	in water	m3	9.5464106E-5	1.9483672E-5	1.7014151E-5
2606	Water, river, ZM	Raw	in water	m3	1.174764E-6	8.7961247E-7	5.6943121E-7
2607	Water, RLA	Water		m3	5.5413813E-6	2.9468721E-6	2.9636864E-6
2608	Water, RLA	Water	river	m3	4.0844433E-6	4.1868976E-6	4.4860307E-6
2609	Water, RNA	Water		m3	0.00076730293	4.6278503E-6	4.8868154E-6
2610	Water, RNA	Water	ocean	m3	0.00064621506	0.00046251076	0.00045191439
2611	Water, RNA	Water	river	m3	0.0021739384	1.1186126E-5	1.2066319E-5
2612	Water, RO	Water		m3	0.01043364	0.0040108245	0.0037239364
2613	Water, RO	Water	ocean	m3	2.2808931E-7	5.284339E-8	5.1037927E-8
2614	Water, RO	Water	river	m3	2.3702055E-5	9.1093226E-6	8.4475031E-6
2615	Water, RoW	Water		m3	0.49493386	0.25188953	0.2206958
2616	Water, RoW	Water	groundwater	m3	0.0023289768	0.0015716355	0.0021098622
2617	Water, RoW	Water	ocean	m3	0.023110966	0.019614592	0.025245958
2618	Water, RoW	Water	river	m3	0.0029386889	0.0025089812	0.0024576233
2619	Water, RS	Water		m3	0.0053942817	0.0020629535	0.0018963502
2620	Water, RU	Water		m3	0.08448712	0.019371203	0.016563322
2621	Water, RU	Water	groundwater	m3	1.2421984E-6	1.2414025E-6	1.2480571E-6
2622	Water, RU	Water	ocean	m3	2.7341976E-5	1.4172226E-5	1.2225106E-5
2623	Water, RU	Water	river	m3	9.8490331E-6	1.0035392E-5	9.5326477E-6
2624	Water, SA	Water		m3	0.00027838529	0.00013778671	0.00012005296
2625	Water, SA	Water	ocean	m3	1.5131221E-5	1.1395552E-5	9.5151032E-6
2626	Water, salt, ocean	Raw	in water	m3	0.10302203	0.025768684	0.032430588
2627	Water, salt, sole	Raw	in water	m3	9.8593613E-5	0.00035287093	0.00035289578
2628	Water, SAS	Water	river	m3	3.8317625E-6	4.3497526E-6	4.8665433E-6
2629	Water, SE	Water		m3	0.037544091	0.014892404	0.013655042
2630	Water, SE	Water	river	m3	2.1816685E-10	6.3096933E-11	2.2348069E-10
2631	Water, SERC	Water		m3	0.16365571	0.012905648	0.011789845
2632	Water, SI	Water		m3	0.0029487037	0.0011423133	0.0010660853
2633	Water, SK	Water		m3	0.0022711702	0.00088029457	0.00082426779
2634	Water, SK	Water	river	m3	1.6881658E-11	4.8429817E-12	1.7433843E-11
2635	Water, TH	Water		m3	0.00061276836	0.00023428071	0.0002046417
2636	Water, TR	Water		m3	0.026474922	0.010082795	0.0088208072
2637	Water, TRE	Water		m3	0.0032873693	0.00026494733	0.00024206746
2638	Water, turbine use, unspecified natural origin	Raw	in water	m3	0.0072149039	0.0027354338	0.0031512251
2639	Water, turbine use, unspecified natural origin, AR	Raw	in water	m3	0.00093334226	0.00034821529	0.00030407235
2640	Water, turbine use, unspecified natural origin, ASCC	Raw	in water	m3	0.0048531381	0.00038091718	0.00034792957
2641	Water, turbine use, unspecified natural origin, AT	Raw	in water	m3	0.019351687	0.0075658014	0.0069197845
2642	Water, turbine use, unspecified natural origin, AU	Raw	in water	m3	0.010624466	0.0054990308	0.0053714281
2643	Water, turbine use, unspecified natural origin, BA	Raw	in water	m3	0.0032510092	0.0012506955	0.0012252652
2644	Water, turbine use, unspecified natural origin, BE	Raw	in water	m3	0.00030378216	0.00013338936	0.00012358203
2645	Water, turbine use, unspecified natural origin, BG	Raw	in water	m3	0.0018446074	0.0007133057	0.00065475118
2646	Water, turbine use, unspecified natural origin, BR-North-eastern grid	Raw	in water	m3	0.0017699454	0.0006796255	0.00059925411
2647	Water, turbine use, unspecified natural origin, BR-Northern grid	Raw	in water	m3	0.0049736612	0.0018593298	0.0016374934
2648	Water, turbine use, unspecified natural origin, BR-Southern grid	Raw	in water	m3	0.0036472327	0.0013800327	0.0012270396
2649	Water, turbine use, unspecified natural origin, CA-AB	Raw	in water	m3	0.00050136314	0.00019431462	0.00016988215
2650	Water, turbine use, unspecified natural origin, CA-BC	Raw	in water	m3	0.0044434643	0.0010032205	0.00089234296
2651	Water, turbine use, unspecified natural origin, CA-MB	Raw	in water	m3	0.012162827	0.0019267258	0.0017138663
2652	Water, turbine use, unspecified natural origin, CA-NB	Raw	in water	m3	0.00069510117	0.0001853939	0.00016280428
2653	Water, turbine use, unspecified natural origin, CA-NF	Raw	in water	m3	0.0041910165	0.0015127457	0.0013014184
2654	Water, turbine use, unspecified natural origin, CA-NS	Raw	in water	m3	0.00026277078	0.00010339617	9.030506E-5
2655	Water, turbine use, unspecified natural origin, CA-NT	Raw	in water	m3	0.00010592643	4.2186923E-5	3.6840837E-5
2656	Water, turbine use, unspecified natural origin, CA-ON	Raw	in water	m3	0.012640631	0.0029634456	0.0026075375
2657	Water, turbine use, unspecified natural origin, CA-QC	Raw	in water	m3	0.01961022	0.0068720516	0.0061897718
2658	Water, turbine use, unspecified natural origin, CA-SK	Raw	in water	m3	0.00072713177	0.00053231073	0.00050746543
2659	Water, turbine use, unspecified natural origin, CA-YK	Raw	in water	m3	0.00028010911	0.00011153574	9.7400864E-5
2660	Water, turbine use, unspecified natural origin, CH	Raw	in water	m3	0.17451982	0.015053446	0.013229501
2661	Water, turbine use, unspecified natural origin, CL	Raw	in water	m3	0.015973085	0.0079921531	0.006131536
2662	Water, turbine use, unspecified natural origin, CN-AH	Raw	in water	m3	0.0006783699	0.0049681727	0.00027670123
2663	Water, turbine use, unspecified natural origin, CN-BJ	Raw	in water	m3	0.0001017755	0.00070378559	4.1789125E-5
2664	Water, turbine use, unspecified natural origin, CN-CQ	Raw	in water	m3	0.012186963	0.095610956	0.0049461138
